produto,unidade,semana_fim,ppi,realizacao,defasagem_abs,defasagem_pct
Diesel A S10,R$/litro,2021-03-26,2.641026,2.789140,0.148114,5.6082
Diesel A S10,R$/litro,2021-04-01,2.713155,2.739510,0.026355,0.9714
Diesel A S10,R$/litro,2021-04-09,2.665326,2.730630,0.065304,2.4502
Diesel A S10,R$/litro,2021-04-16,2.737947,2.726480,-0.011467,-0.4188
Diesel A S10,R$/litro,2021-04-23,2.709237,2.753760,0.044523,1.6434
Diesel A S10,R$/litro,2021-04-30,2.685701,2.865360,0.179659,6.6895
Diesel A S10,R$/litro,2021-05-07,2.731359,3.060500,0.329141,12.0505
Diesel A S10,R$/litro,2021-05-14,2.801286,3.056550,0.255264,9.1124
Diesel A S10,R$/litro,2021-05-21,2.733582,3.078080,0.344498,12.6024
Diesel A S10,R$/litro,2021-05-28,2.731345,3.060470,0.329125,12.0499
Diesel A S10,R$/litro,2021-06-04,2.693258,3.058630,0.365372,13.5662
Diesel A S10,R$/litro,2021-06-11,2.747225,3.055440,0.308215,11.2191
Diesel A S10,R$/litro,2021-06-18,2.798763,3.065660,0.266897,9.5363
Diesel A S10,R$/litro,2021-06-25,2.751736,3.064940,0.313204,11.3821
Diesel A S10,R$/litro,2021-07-02,2.785887,3.063290,0.277403,9.9574
Diesel A S10,R$/litro,2021-07-09,2.896527,3.138680,0.242153,8.3601
Diesel A S10,R$/litro,2021-07-16,2.866007,3.161750,0.295743,10.3190
Diesel A S10,R$/litro,2021-07-23,2.799245,3.196720,0.397475,14.1994
Diesel A S10,R$/litro,2021-07-30,2.876959,3.161330,0.284371,9.8844
Diesel A S10,R$/litro,2021-08-06,2.848857,3.173680,0.324823,11.4019
Diesel A S10,R$/litro,2021-08-13,2.794173,3.156610,0.362437,12.9712
Diesel A S10,R$/litro,2021-08-20,2.787800,3.160820,0.373020,13.3804
Diesel A S10,R$/litro,2021-08-27,2.794428,3.167100,0.372672,13.3363
Diesel A S10,R$/litro,2021-09-03,2.889292,3.210260,0.320968,11.1089
Diesel A S10,R$/litro,2021-09-10,2.944627,3.172390,0.227763,7.7349
Diesel A S10,R$/litro,2021-09-17,3.006916,3.166100,0.159184,5.2939
Diesel A S10,R$/litro,2021-09-24,3.085039,3.171460,0.086422,2.8013
Diesel A S10,R$/litro,2021-10-01,3.295294,3.348970,0.053676,1.6289
Diesel A S10,R$/litro,2021-10-08,3.505769,3.456200,-0.049569,-1.4139
Diesel A S10,R$/litro,2021-10-15,3.615075,3.426440,-0.188635,-5.2180
Diesel A S10,R$/litro,2021-10-22,3.733898,3.437820,-0.296078,-7.9295
Diesel A S10,R$/litro,2021-10-29,3.732334,3.670130,-0.062204,-1.6666
Diesel A S10,R$/litro,2021-11-05,3.713465,3.740350,0.026885,0.7240
Diesel A S10,R$/litro,2021-11-12,3.620304,3.708120,0.087816,2.4256
Diesel A S10,R$/litro,2021-11-19,3.527485,3.698230,0.170745,4.8404
Diesel A S10,R$/litro,2021-11-24,3.472616,3.712790,0.240174,6.9162
Diesel A S10,R$/litro,2021-12-03,3.235565,3.710750,0.475185,14.6863
Diesel A S10,R$/litro,2021-12-10,3.331495,3.729070,0.397575,11.9338
Diesel A S10,R$/litro,2021-12-17,3.444290,3.704000,0.259710,7.5403
Diesel A S10,R$/litro,2021-12-23,3.439075,3.716790,0.277715,8.0753
Diesel A S10,R$/litro,2021-12-30,3.546025,3.716670,0.170645,4.8123
Diesel A S10,R$/litro,2022-01-07,3.636466,3.726070,0.089604,2.4640
Diesel A S10,R$/litro,2022-01-14,3.764595,3.868520,0.103925,2.7606
Diesel A S10,R$/litro,2022-01-21,3.885572,3.979450,0.093878,2.4161
Diesel A S10,R$/litro,2022-01-28,3.860178,3.985460,0.125281,3.2455
Diesel A S10,R$/litro,2022-02-04,3.903271,3.988150,0.084879,2.1746
Diesel A S10,R$/litro,2022-02-11,4.012111,3.986250,-0.025861,-0.6446
Diesel A S10,R$/litro,2022-02-18,4.004112,3.983610,-0.020502,-0.5120
Diesel A S10,R$/litro,2022-02-25,3.871644,4.009560,0.137915,3.5622
Diesel A S10,R$/litro,2022-03-04,4.538467,4.013690,-0.524777,-11.5629
Diesel A S10,R$/litro,2022-03-11,5.321310,4.239820,-1.081490,-20.3237
Diesel A S10,R$/litro,2022-03-18,4.613932,4.531000,-0.082932,-1.7974
Diesel A S10,R$/litro,2022-03-25,5.089513,4.527400,-0.562113,-11.0445
Diesel A S10,R$/litro,2022-04-01,4.778334,4.580950,-0.197384,-4.1308
Diesel A S10,R$/litro,2022-04-08,4.946656,4.544500,-0.402156,-8.1298
Diesel A S10,R$/litro,2022-04-14,4.929869,4.542820,-0.387049,-7.8511
Diesel A S10,R$/litro,2022-04-22,5.184873,4.528590,-0.656283,-12.6576
Diesel A S10,R$/litro,2022-04-29,5.612295,4.648190,-0.964105,-17.1784
Diesel A S10,R$/litro,2022-05-06,6.072704,4.597880,-1.474824,-24.2861
Diesel A S10,R$/litro,2022-05-13,5.592706,4.847690,-0.745016,-13.3212
Diesel A S10,R$/litro,2022-05-20,5.084751,4.938820,-0.145931,-2.8700
Diesel A S10,R$/litro,2022-05-27,4.956122,4.915390,-0.040732,-0.8219
Diesel A S10,R$/litro,2022-06-03,5.392088,4.929980,-0.462108,-8.5701
Diesel A S10,R$/litro,2022-06-10,5.848381,4.973750,-0.874631,-14.9551
Diesel A S10,R$/litro,2022-06-17,6.240770,5.124040,-1.116730,-17.8941
Diesel A S10,R$/litro,2022-06-24,6.329427,5.641670,-0.687757,-10.8660
Diesel A S10,R$/litro,2022-07-01,6.053631,5.644310,-0.409321,-6.7616
Diesel A S10,R$/litro,2022-07-08,5.571628,5.630580,0.058952,1.0581
Diesel A S10,R$/litro,2022-07-15,5.622790,5.621040,-0.001750,-0.0311
Diesel A S10,R$/litro,2022-07-22,5.522792,5.620530,0.097738,1.7697
Diesel A S10,R$/litro,2022-07-29,5.356751,5.603150,0.246399,4.5998
Diesel A S10,R$/litro,2022-08-05,5.112337,5.515080,0.402743,7.8779
Diesel A S10,R$/litro,2022-08-12,4.700290,5.297810,0.597520,12.7124
Diesel A S10,R$/litro,2022-08-19,4.894795,5.180920,0.286125,5.8455
Diesel A S10,R$/litro,2022-08-26,5.273191,5.195400,-0.077791,-1.4752
Diesel A S10,R$/litro,2022-09-02,5.201256,5.226490,0.025234,0.4852
Diesel A S10,R$/litro,2022-09-09,5.084519,5.201400,0.116881,2.2988
Diesel A S10,R$/litro,2022-09-16,4.988536,5.198520,0.209984,4.2093
Diesel A S10,R$/litro,2022-09-23,4.721389,4.949140,0.227751,4.8238
Diesel A S10,R$/litro,2022-09-30,4.904350,4.905260,0.000910,0.0186
Diesel A S10,R$/litro,2022-10-07,5.199966,4.928820,-0.271146,-5.2144
Diesel A S10,R$/litro,2022-10-14,5.860937,4.970320,-0.890617,-15.1958
Diesel A S10,R$/litro,2022-10-21,5.654233,4.953380,-0.700853,-12.3952
Diesel A S10,R$/litro,2022-10-28,5.417594,4.986040,-0.431554,-7.9658
Diesel A S10,R$/litro,2022-11-04,5.267355,4.955560,-0.311795,-5.9194
Diesel A S10,R$/litro,2022-11-11,5.211450,4.928940,-0.282510,-5.4209
Diesel A S10,R$/litro,2022-11-18,5.025346,4.928370,-0.096976,-1.9297
Diesel A S10,R$/litro,2022-11-25,4.872948,4.904290,0.031342,0.6432
Diesel A S10,R$/litro,2022-12-02,4.508522,4.905400,0.396878,8.8028
Diesel A S10,R$/litro,2022-12-09,4.170367,4.682780,0.512413,12.2870
Diesel A S10,R$/litro,2022-12-16,4.339411,4.470650,0.131239,3.0244
Diesel A S10,R$/litro,2022-12-23,4.264221,4.466820,0.202599,4.7511
Diesel A S10,R$/litro,2022-12-30,4.723964,4.499960,-0.224004,-4.7419
Diesel A S10,R$/litro,2023-01-06,4.543253,4.528570,-0.014683,-0.3232
Diesel A S10,R$/litro,2023-01-13,4.381503,4.540090,0.158587,3.6195
Diesel A S10,R$/litro,2023-01-20,4.524963,4.518690,-0.006273,-0.1386
Diesel A S10,R$/litro,2023-01-27,4.599852,4.489210,-0.110642,-2.4053
Diesel A S10,R$/litro,2023-02-03,4.124562,4.529320,0.404758,9.8134
Diesel A S10,R$/litro,2023-02-10,4.018523,4.251480,0.232957,5.7971
Diesel A S10,R$/litro,2023-02-17,4.125249,4.142290,0.017041,0.4131
Diesel A S10,R$/litro,2023-02-24,3.858238,4.110550,0.252312,6.5396
Diesel A S10,R$/litro,2023-03-03,4.095378,4.069440,-0.025938,-0.6333
Diesel A S10,R$/litro,2023-03-10,4.020112,4.038790,0.018678,0.4646
Diesel A S10,R$/litro,2023-03-17,3.923045,4.024330,0.101285,2.5818
Diesel A S10,R$/litro,2023-03-24,3.850708,3.945120,0.094412,2.4518
Diesel A S10,R$/litro,2023-03-31,3.746949,3.869610,0.122661,3.2736
Diesel A S10,R$/litro,2023-04-07,3.744792,3.868230,0.123438,3.2963
Diesel A S10,R$/litro,2023-04-14,3.649561,3.820740,0.171179,4.6904
Diesel A S10,R$/litro,2023-04-21,3.468252,3.789270,0.321018,9.2559
Diesel A S10,R$/litro,2023-04-28,3.274135,3.693740,0.419605,12.8158
Diesel A S10,R$/litro,2023-05-05,3.110406,3.523490,0.413084,13.2807
Diesel A S10,R$/litro,2023-05-12,3.141225,3.472300,0.331075,10.5397
Diesel A S10,R$/litro,2023-05-19,3.154053,3.190920,0.036867,1.1689
Diesel A S10,R$/litro,2023-05-26,3.216818,3.091990,-0.124828,-3.8805
Diesel A S10,R$/litro,2023-06-02,3.154296,3.089210,-0.065086,-2.0634
Diesel A S10,R$/litro,2023-06-09,3.156591,3.072140,-0.084451,-2.6754
Diesel A S10,R$/litro,2023-06-16,3.104525,3.044150,-0.060375,-1.9447
Diesel A S10,R$/litro,2023-06-23,3.233711,3.072890,-0.160821,-4.9733
Diesel A S10,R$/litro,2023-06-30,3.167976,3.064760,-0.103216,-3.2581
Diesel A S10,R$/litro,2023-07-07,3.263465,3.093240,-0.170225,-5.2161
Diesel A S10,R$/litro,2023-07-14,3.335622,3.108140,-0.227482,-6.8198
Diesel A S10,R$/litro,2023-07-21,3.419708,3.088530,-0.331178,-9.6844
Diesel A S10,R$/litro,2023-07-28,3.611777,3.084970,-0.526807,-14.5858
Diesel A S10,R$/litro,2023-08-04,3.923834,3.104660,-0.819174,-20.8769
Diesel A S10,R$/litro,2023-08-11,4.113420,3.204840,-0.908580,-22.0882
Diesel A S10,R$/litro,2023-08-18,4.195174,3.702030,-0.493144,-11.7550
Diesel A S10,R$/litro,2023-08-25,4.213330,3.902090,-0.311240,-7.3870
Diesel A S10,R$/litro,2023-09-01,4.229468,3.886740,-0.342728,-8.1033
Diesel A S10,R$/litro,2023-09-08,4.381707,3.977790,-0.403917,-9.2182
Diesel A S10,R$/litro,2023-09-15,4.495949,4.032850,-0.463099,-10.3004
Diesel A S10,R$/litro,2023-09-22,4.439210,4.063720,-0.375490,-8.4585
Diesel A S10,R$/litro,2023-09-29,4.567948,4.119530,-0.448418,-9.8166
Diesel A S10,R$/litro,2023-10-06,4.514722,4.035520,-0.479202,-10.6142
Diesel A S10,R$/litro,2023-10-13,4.264931,3.967190,-0.297741,-6.9811
Diesel A S10,R$/litro,2023-10-20,4.349603,4.000730,-0.348873,-8.0208
Diesel A S10,R$/litro,2023-10-27,4.166314,4.172740,0.006426,0.1542
Diesel A S10,R$/litro,2023-11-03,4.070075,4.326930,0.256855,6.3108
Diesel A S10,R$/litro,2023-11-10,3.827041,4.223610,0.396569,10.3623
Diesel A S10,R$/litro,2023-11-17,3.726305,4.151300,0.424995,11.4053
Diesel A S10,R$/litro,2023-11-24,3.719197,4.096280,0.377083,10.1388
Diesel A S10,R$/litro,2023-12-01,3.725023,4.058510,0.333487,8.9526
Diesel A S10,R$/litro,2023-12-08,3.507522,3.955680,0.448158,12.7771
Diesel A S10,R$/litro,2023-12-15,3.380644,3.857690,0.477046,14.1111
Diesel A S10,R$/litro,2023-12-22,3.556017,3.846890,0.290873,8.1798
Diesel A S10,R$/litro,2023-12-29,3.471712,3.931450,0.459738,13.2424
Diesel A S10,R$/litro,2024-01-05,3.399934,3.928470,0.528536,15.5455
Diesel A S10,R$/litro,2024-01-12,3.506088,3.890910,0.384822,10.9758
Diesel A S10,R$/litro,2024-01-19,3.603629,3.907890,0.304261,8.4432
Diesel A S10,R$/litro,2024-01-26,3.686585,3.873060,0.186475,5.0582
Diesel A S10,R$/litro,2024-02-02,3.843593,3.898990,0.055397,1.4413
Diesel A S10,R$/litro,2024-02-09,3.910837,3.926490,0.015653,0.4002
Diesel A S10,R$/litro,2024-02-16,4.071355,3.936430,-0.134925,-3.3140
Diesel A S10,R$/litro,2024-02-23,3.868347,3.912050,0.043703,1.1298
Diesel A S10,R$/litro,2024-03-01,3.807336,3.906080,0.098744,2.5935
Diesel A S10,R$/litro,2024-03-08,3.812273,3.897430,0.085157,2.2338
Diesel A S10,R$/litro,2024-03-15,3.832293,3.874740,0.042447,1.1076
Diesel A S10,R$/litro,2024-03-22,3.885768,3.878440,-0.007328,-0.1886
Diesel A S10,R$/litro,2024-03-29,3.805644,3.895170,0.089526,2.3524
Diesel A S10,R$/litro,2024-04-05,3.916147,3.889090,-0.027057,-0.6909
Diesel A S10,R$/litro,2024-04-12,3.939534,3.886130,-0.053404,-1.3556
Diesel A S10,R$/litro,2024-04-19,3.897876,3.886360,-0.011516,-0.2954
Diesel A S10,R$/litro,2024-04-26,3.724778,4.137710,0.412932,11.0861
Diesel A S10,R$/litro,2024-05-03,3.632709,3.883740,0.251031,6.9103
Diesel A S10,R$/litro,2024-05-10,3.601462,3.881570,0.280108,7.7776
Diesel A S10,R$/litro,2024-05-17,3.550705,3.897870,0.347165,9.7774
Diesel A S10,R$/litro,2024-05-24,3.578165,3.985200,0.407035,11.3755
Diesel A S10,R$/litro,2024-05-31,3.685963,3.889310,0.203347,5.5168
Diesel A S10,R$/litro,2024-06-07,3.591480,3.879330,0.287850,8.0148
Diesel A S10,R$/litro,2024-06-14,3.693659,3.870450,0.176791,4.7863
Diesel A S10,R$/litro,2024-06-21,3.949166,3.885190,-0.063976,-1.6200
Diesel A S10,R$/litro,2024-06-28,4.065054,3.885380,-0.179674,-4.4200
Diesel A S10,R$/litro,2024-07-05,4.202747,3.911010,-0.291737,-6.9416
Diesel A S10,R$/litro,2024-07-12,3.924576,3.917420,-0.007156,-0.1823
Diesel A S10,R$/litro,2024-07-19,3.925560,3.888520,-0.037040,-0.9436
Diesel A S10,R$/litro,2024-07-26,3.881882,3.905680,0.023798,0.6131
Diesel A S10,R$/litro,2024-08-02,3.822341,3.911020,0.088680,2.3200
Diesel A S10,R$/litro,2024-08-09,3.659667,3.894540,0.234873,6.4179
Diesel A S10,R$/litro,2024-08-16,3.638076,3.900860,0.262784,7.2232
Diesel A S10,R$/litro,2024-08-23,3.570726,3.919540,0.348814,9.7687
Diesel A S10,R$/litro,2024-08-30,3.616617,3.894910,0.278293,7.6949
Diesel A S10,R$/litro,2024-09-06,3.498901,3.911280,0.412379,11.7859
Diesel A S10,R$/litro,2024-09-13,3.344492,3.876440,0.531948,15.9052
Diesel A S10,R$/litro,2024-09-20,3.291424,3.909800,0.618376,18.7875
Diesel A S10,R$/litro,2024-09-27,3.305672,3.931630,0.625958,18.9359
Diesel A S10,R$/litro,2024-10-04,3.401480,3.864290,0.462810,13.6061
Diesel A S10,R$/litro,2024-10-11,3.704879,3.899270,0.194391,5.2469
Diesel A S10,R$/litro,2024-10-18,3.518912,3.885160,0.366248,10.4080
Diesel A S10,R$/litro,2024-10-25,3.489937,3.882520,0.392583,11.2490
Diesel A S10,R$/litro,2024-11-01,3.542536,3.870440,0.327904,9.2562
Diesel A S10,R$/litro,2024-11-08,3.647190,3.908230,0.261040,7.1573
Diesel A S10,R$/litro,2024-11-15,3.562314,3.895170,0.332856,9.3438
Diesel A S10,R$/litro,2024-11-22,3.648403,3.877750,0.229347,6.2862
Diesel A S10,R$/litro,2024-11-29,3.729771,3.894920,0.165149,4.4279
Diesel A S10,R$/litro,2024-12-06,3.738045,3.869740,0.131695,3.5231
Diesel A S10,R$/litro,2024-12-13,3.799505,3.910470,0.110965,2.9205
Diesel A S10,R$/litro,2024-12-20,3.967774,4.005380,0.037606,0.9478
Diesel A S10,R$/litro,2024-12-27,3.937192,3.912460,-0.024732,-0.6282
Diesel A S10,R$/litro,2025-01-03,3.997220,3.882700,-0.114520,-2.8650
Diesel A S10,R$/litro,2025-01-10,3.973219,3.991350,0.018131,0.4563
Diesel A S10,R$/litro,2025-01-17,4.233775,3.969590,-0.264185,-6.2399
Diesel A S10,R$/litro,2025-01-24,4.102295,3.924700,-0.177595,-4.3292
Diesel A S10,R$/litro,2025-01-31,3.878801,3.996410,0.117609,3.0321
Diesel A S10,R$/litro,2025-02-07,3.817150,4.120380,0.303230,7.9439
Diesel A S10,R$/litro,2025-02-14,3.828956,4.082440,0.253484,6.6202
Diesel A S10,R$/litro,2025-02-21,3.776161,4.077140,0.300979,7.9705
Diesel A S10,R$/litro,2025-02-28,3.754644,4.155640,0.400996,10.6800
Diesel A S10,R$/litro,2025-03-07,3.672363,4.072920,0.400557,10.9073
Diesel A S10,R$/litro,2025-03-14,3.500573,4.116010,0.615437,17.5810
Diesel A S10,R$/litro,2025-03-21,3.476801,4.075280,0.598479,17.2135
Diesel A S10,R$/litro,2025-03-28,3.605991,4.096500,0.490509,13.6026
Diesel A S10,R$/litro,2025-04-04,3.600120,3.999790,0.399670,11.1016
Diesel A S10,R$/litro,2025-04-11,3.382724,3.947210,0.564486,16.6873
Diesel A S10,R$/litro,2025-04-18,3.338532,3.841300,0.502768,15.0596
Diesel A S10,R$/litro,2025-04-25,3.291099,3.815890,0.524791,15.9458
Diesel A S10,R$/litro,2025-05-02,3.185372,3.836280,0.650908,20.4343
Diesel A S10,R$/litro,2025-05-09,3.103156,3.693030,0.589874,19.0089
Diesel A S10,R$/litro,2025-05-16,3.267725,3.649060,0.381335,11.6697
Diesel A S10,R$/litro,2025-05-23,3.220277,3.645040,0.424763,13.1903
Diesel A S10,R$/litro,2025-05-30,3.217358,3.664610,0.447252,13.9012
Diesel A S10,R$/litro,2025-06-06,3.196268,3.631710,0.435442,13.6234
Diesel A S10,R$/litro,2025-06-13,3.296474,3.697150,0.400676,12.1547
Diesel A S10,R$/litro,2025-06-20,3.652267,3.690049,0.037783,1.0345
Diesel A S10,R$/litro,2025-06-27,3.634403,3.645990,0.011587,0.3188
Diesel A S10,R$/litro,2025-07-04,3.543418,3.659650,0.116232,3.2802
Diesel A S10,R$/litro,2025-07-11,3.628146,3.710620,0.082475,2.2732
Diesel A S10,R$/litro,2025-07-18,3.627542,3.631160,0.003618,0.0997
Diesel A S10,R$/litro,2025-07-25,3.689854,3.669600,-0.020254,-0.5489
Diesel A S10,R$/litro,2025-08-01,3.676343,3.666770,-0.009573,-0.2604
Diesel A S10,R$/litro,2025-08-08,3.470708,3.682324,0.211615,6.0972
Diesel A S10,R$/litro,2025-08-15,3.335383,3.695740,0.360357,10.8041
Diesel A S10,R$/litro,2025-08-22,3.438857,3.762690,0.323833,9.4169
Diesel A S10,R$/litro,2025-08-29,3.539769,3.754790,0.215021,6.0744
Diesel A S10,R$/litro,2025-09-05,3.507992,3.749750,0.241758,6.8916
Diesel A S10,R$/litro,2025-09-12,3.451395,3.625880,0.174485,5.0555
Diesel A S10,R$/litro,2025-09-19,3.409891,3.711690,0.301799,8.8507
Diesel A S10,R$/litro,2025-09-26,3.470677,3.744480,0.273803,7.8890
Diesel A S10,R$/litro,2025-10-03,3.513330,3.682590,0.169260,4.8177
Diesel A S10,R$/litro,2025-10-10,3.383234,3.711000,0.327766,9.6879
Diesel A S10,R$/litro,2025-10-17,3.370103,3.784150,0.414047,12.2859
Diesel A S10,R$/litro,2025-10-24,3.302349,3.710540,0.408191,12.3606
Diesel A S10,R$/litro,2025-10-31,3.540839,3.825480,0.284641,8.0388
Diesel A S10,R$/litro,2025-11-07,3.538848,3.893570,0.354722,10.0236
Diesel A S10,R$/litro,2025-11-14,3.637496,3.844600,0.207104,5.6936
Diesel A S10,R$/litro,2025-11-21,3.730304,3.790970,0.060666,1.6263
Diesel A S10,R$/litro,2025-11-28,3.499844,3.810110,0.310266,8.8651
Diesel A S10,R$/litro,2025-12-05,3.317254,3.801840,0.484586,14.6080
Diesel A S10,R$/litro,2025-12-12,3.283987,3.760900,0.476913,14.5224
Diesel A S10,R$/litro,2025-12-19,3.144732,3.654920,0.510188,16.2236
Diesel A S10,R$/litro,2025-12-26,3.169666,3.590870,0.421204,13.2886
Diesel A S10,R$/litro,2026-01-02,3.136789,3.659760,0.522971,16.6722
Diesel A S10,R$/litro,2026-01-09,3.062574,3.661490,0.598916,19.5560
Diesel A S10,R$/litro,2026-01-16,3.186751,3.562550,0.375799,11.7925
Diesel A S10,R$/litro,2026-01-23,3.241701,3.690980,0.449279,13.8594
Diesel A S10,R$/litro,2026-01-30,3.320647,3.885680,0.565033,17.0157
Diesel A S10,R$/litro,2026-02-06,3.410775,3.838370,0.427595,12.5366
Diesel A S10,R$/litro,2026-02-13,3.298033,3.781190,0.483157,14.6499
Diesel A S10,R$/litro,2026-02-20,3.360295,3.851280,0.490985,14.6113
Diesel A S10,R$/litro,2026-02-27,3.479925,3.945180,0.465255,13.3697
Diesel A S10,R$/litro,2026-03-06,4.645515,4.707550,0.062035,1.3354
Diesel A S10,R$/litro,2026-03-13,5.319895,5.356200,0.036305,0.6824
Diesel A S10,R$/litro,2026-03-20,6.008361,5.292930,-0.715431,-11.9073
Diesel A S10,R$/litro,2026-03-27,6.198065,5.433340,-0.764725,-12.3381
Diesel A S10,R$/litro,2026-04-03,6.358061,5.453560,-0.904501,-14.2261
Diesel A S10,R$/litro,2026-04-10,6.400696,5.439970,-0.960726,-15.0097
Diesel A S10,R$/litro,2026-04-17,5.581211,5.267560,-0.313651,-5.6198
Diesel A S10,R$/litro,2026-04-24,5.373337,4.212010,-1.161327,-21.6128
Diesel A S10,R$/litro,2026-05-01,5.732925,4.024760,-1.708165,-29.7957
Diesel A S10,R$/litro,2026-05-08,5.428441,5.436150,0.007709,0.1420
Diesel A S10,R$/litro,2026-05-15,5.321306,5.313240,-0.008066,-0.1516
Diesel A S10,R$/litro,2026-05-22,5.326357,5.498720,0.172363,3.2360
Diesel A S10,R$/litro,2026-05-29,4.916348,5.212100,0.295752,6.0157
Diesel A S10,R$/litro,2026-06-05,5.042083,5.053160,0.011077,0.2197
Diesel A S10,R$/litro,2026-06-12,4.938345,5.132140,0.193795,3.9243
Diesel A S10,R$/litro,2026-06-19,4.376408,5.223040,0.846632,19.3454
Diesel A S10,R$/litro,2026-06-26,4.224832,5.217410,0.992578,23.4939
Diesel A S10,R$/litro,2026-07-03,4.416905,5.205920,0.789015,17.8635
Diesel A S10,R$/litro,2026-07-10,4.668337,3.847930,-0.820407,-17.5739
Diesel A S10,R$/litro,2026-07-17,5.279189,3.807610,-1.471579,-27.8751
QAV,R$/litro,2018-11-09,2.271636,2.570770,0.299134,13.1682
QAV,R$/litro,2018-11-16,2.182441,2.566420,0.383979,17.5940
QAV,R$/litro,2018-11-21,2.136667,2.579550,0.442883,20.7277
QAV,R$/litro,2018-11-30,2.036899,2.523150,0.486251,23.8721
QAV,R$/litro,2018-12-07,2.062140,2.330990,0.268850,13.0374
QAV,R$/litro,2018-12-14,2.053800,2.333650,0.279850,13.6260
QAV,R$/litro,2018-12-21,1.948693,2.325310,0.376617,19.3266
QAV,R$/litro,2018-12-28,1.807140,2.335140,0.528000,29.2174
QAV,R$/litro,2019-01-04,1.796967,2.124700,0.327733,18.2381
QAV,R$/litro,2019-01-11,1.895772,2.086550,0.190778,10.0633
QAV,R$/litro,2019-01-18,1.952426,2.093750,0.141324,7.2384
QAV,R$/litro,2019-01-25,1.994432,2.100520,0.106088,5.3192
QAV,R$/litro,2019-02-01,1.957464,2.069230,0.111766,5.7097
QAV,R$/litro,2019-02-08,1.969770,2.027070,0.057300,2.9089
QAV,R$/litro,2019-02-15,2.019656,2.022670,0.003014,0.1492
QAV,R$/litro,2019-02-22,2.101673,2.025400,-0.076273,-3.6292
QAV,R$/litro,2019-03-01,2.085510,2.072290,-0.013220,-0.6339
QAV,R$/litro,2019-03-08,2.100126,2.107980,0.007854,0.3740
QAV,R$/litro,2019-03-15,2.078861,2.119900,0.041039,1.9741
QAV,R$/litro,2019-03-22,2.095536,2.122380,0.026844,1.2810
QAV,R$/litro,2019-03-29,2.146675,2.116440,-0.030235,-1.4084
QAV,R$/litro,2019-04-05,2.143655,2.203250,0.059595,2.7801
QAV,R$/litro,2019-04-12,2.180316,2.196530,0.016214,0.7437
QAV,R$/litro,2019-04-18,2.215996,2.206290,-0.009706,-0.4380
QAV,R$/litro,2019-04-26,2.282159,2.214550,-0.067609,-2.9625
QAV,R$/litro,2019-05-03,2.241214,2.248930,0.007716,0.3443
QAV,R$/litro,2019-05-10,2.264788,2.294050,0.029262,1.2921
QAV,R$/litro,2019-05-17,2.305307,2.281830,-0.023477,-1.0184
QAV,R$/litro,2019-05-24,2.362893,2.296530,-0.066363,-2.8086
QAV,R$/litro,2019-05-31,2.209643,2.300920,0.091277,4.1308
QAV,R$/litro,2019-06-07,2.008914,2.387410,0.378496,18.8408
QAV,R$/litro,2019-06-14,1.989867,2.390400,0.400533,20.1286
QAV,R$/litro,2019-06-21,2.023580,2.397410,0.373830,18.4737
QAV,R$/litro,2019-06-28,2.123760,2.381010,0.257250,12.1130
QAV,R$/litro,2019-07-05,2.131940,2.172610,0.040670,1.9077
QAV,R$/litro,2019-07-12,2.100500,2.177510,0.077010,3.6663
QAV,R$/litro,2019-07-19,2.056460,2.165820,0.109360,5.3179
QAV,R$/litro,2019-07-26,2.059560,2.173460,0.113900,5.5303
QAV,R$/litro,2019-08-02,2.095880,2.192400,0.096520,4.6052
QAV,R$/litro,2019-08-09,2.043580,2.220650,0.177070,8.6647
QAV,R$/litro,2019-08-16,2.068920,2.229720,0.160800,7.7722
QAV,R$/litro,2019-08-23,2.110760,2.224470,0.113710,5.3872
QAV,R$/litro,2019-08-30,2.163920,2.224500,0.060580,2.7995
QAV,R$/litro,2019-09-06,2.194869,2.205140,0.010271,0.4679
QAV,R$/litro,2019-09-13,2.204227,2.197450,-0.006777,-0.3075
QAV,R$/litro,2019-09-20,2.318818,2.202160,-0.116658,-5.0309
QAV,R$/litro,2019-09-27,2.336674,2.201420,-0.135254,-5.7883
QAV,R$/litro,2019-10-04,2.249595,2.309630,0.060035,2.6687
QAV,R$/litro,2019-10-11,2.258662,2.316210,0.057548,2.5479
QAV,R$/litro,2019-10-18,2.309424,2.302820,-0.006604,-0.2860
QAV,R$/litro,2019-10-25,2.269914,2.322100,0.052186,2.2990
QAV,R$/litro,2019-11-01,2.197227,2.325920,0.128693,5.8571
QAV,R$/litro,2019-11-08,2.245995,2.346980,0.100985,4.4962
QAV,R$/litro,2019-11-15,2.284151,2.331620,0.047469,2.0782
QAV,R$/litro,2019-11-22,2.264836,2.345890,0.081054,3.5788
QAV,R$/litro,2019-11-29,2.348136,2.328500,-0.019636,-0.8362
QAV,R$/litro,2019-12-06,2.300547,2.288930,-0.011617,-0.5050
QAV,R$/litro,2019-12-13,2.297122,2.279850,-0.017272,-0.7519
QAV,R$/litro,2019-12-20,2.345830,2.298650,-0.047180,-2.0112
QAV,R$/litro,2019-12-27,2.394721,2.284550,-0.110171,-4.6006
QAV,R$/litro,2020-01-03,2.378520,2.352310,-0.026210,-1.1019
QAV,R$/litro,2020-01-10,2.383602,2.375630,-0.007972,-0.3345
QAV,R$/litro,2020-01-17,2.342544,2.381910,0.039366,1.6805
