produto,unidade,semana_fim,ppi,realizacao,defasagem_abs,defasagem_pct
QAV,R$/litro,2020-01-24,2.286030,2.383450,0.097420,4.2615
QAV,R$/litro,2020-01-31,2.133518,2.378160,0.244642,11.4666
QAV,R$/litro,2020-02-07,1.973191,2.388160,0.414969,21.0303
QAV,R$/litro,2020-02-14,2.024738,2.402140,0.377403,18.6396
QAV,R$/litro,2020-02-21,2.100058,2.403870,0.303812,14.4669
QAV,R$/litro,2020-02-28,2.019020,2.336440,0.317420,15.7215
QAV,R$/litro,2020-03-06,2.016537,2.111790,0.095253,4.7236
QAV,R$/litro,2020-03-13,1.686482,2.114650,0.428168,25.3882
QAV,R$/litro,2020-03-20,1.373828,2.119030,0.745202,54.2427
QAV,R$/litro,2020-03-27,1.208244,2.101070,0.892826,73.8945
QAV,R$/litro,2020-04-03,1.252792,1.765910,0.513118,40.9580
QAV,R$/litro,2020-04-09,1.291932,1.746920,0.454988,35.2177
QAV,R$/litro,2020-04-17,1.210754,1.753700,0.542946,44.8436
QAV,R$/litro,2020-04-24,1.254315,1.750770,0.496455,39.5798
QAV,R$/litro,2020-05-01,1.153976,1.373050,0.219074,18.9843
QAV,R$/litro,2020-05-08,1.335340,1.259500,-0.075840,-5.6795
QAV,R$/litro,2020-05-15,1.408576,1.273920,-0.134656,-9.5598
QAV,R$/litro,2020-05-22,1.582073,1.264700,-0.317373,-20.0606
QAV,R$/litro,2020-05-29,1.517915,1.341360,-0.176555,-11.6314
QAV,R$/litro,2020-06-05,1.523615,1.411860,-0.111755,-7.3348
QAV,R$/litro,2020-06-12,1.584456,1.386320,-0.198136,-12.5050
QAV,R$/litro,2020-06-19,1.708721,1.377390,-0.331331,-19.3906
QAV,R$/litro,2020-06-26,1.750579,1.408960,-0.341619,-19.5146
QAV,R$/litro,2020-07-02,1.741206,1.554190,-0.187016,-10.7406
QAV,R$/litro,2020-07-10,1.822555,1.650430,-0.172125,-9.4441
QAV,R$/litro,2020-07-17,1.879907,1.669050,-0.210857,-11.2163
QAV,R$/litro,2020-07-24,1.889762,1.651320,-0.238442,-12.6176
QAV,R$/litro,2020-07-31,1.854950,1.698690,-0.156259,-8.4239
QAV,R$/litro,2020-08-07,1.901517,1.843500,-0.058017,-3.0511
QAV,R$/litro,2020-08-14,1.955266,1.849530,-0.105736,-5.4078
QAV,R$/litro,2020-08-21,2.003725,1.844820,-0.158905,-7.9305
QAV,R$/litro,2020-08-28,2.010361,1.861400,-0.148961,-7.4097
QAV,R$/litro,2020-09-04,1.855859,1.959060,0.103201,5.5608
QAV,R$/litro,2020-09-11,1.700888,1.963030,0.262142,15.4121
QAV,R$/litro,2020-09-18,1.668706,1.994960,0.326254,19.5513
QAV,R$/litro,2020-09-25,1.724194,1.956110,0.231916,13.4507
QAV,R$/litro,2020-10-02,1.816764,1.850280,0.033516,1.8448
QAV,R$/litro,2020-10-09,1.848936,1.838840,-0.010096,-0.5460
QAV,R$/litro,2020-10-16,1.887708,1.841890,-0.045818,-2.4272
QAV,R$/litro,2020-10-23,1.865534,1.845690,-0.019844,-1.0637
QAV,R$/litro,2020-10-30,1.829706,1.841900,0.012194,0.6665
QAV,R$/litro,2020-11-06,1.815822,1.901140,0.085318,4.6986
QAV,R$/litro,2020-11-13,1.863637,1.881690,0.018053,0.9687
QAV,R$/litro,2020-11-20,1.850387,1.901970,0.051583,2.7877
QAV,R$/litro,2020-11-25,1.976417,1.876450,-0.099967,-5.0580
QAV,R$/litro,2020-12-04,1.985786,1.904310,-0.081476,-4.1030
QAV,R$/litro,2020-12-11,1.986393,1.896880,-0.089513,-4.5063
QAV,R$/litro,2020-12-18,2.072124,1.916510,-0.155614,-7.5099
QAV,R$/litro,2020-12-24,2.149868,1.895910,-0.253958,-11.8127
QAV,R$/litro,2020-12-31,2.151299,1.998550,-0.152749,-7.1003
QAV,R$/litro,2021-01-08,2.198583,2.102730,-0.095853,-4.3598
QAV,R$/litro,2021-01-15,2.328805,2.110410,-0.218395,-9.3780
QAV,R$/litro,2021-01-22,2.339962,2.112270,-0.227692,-9.7306
QAV,R$/litro,2021-01-29,2.319584,2.128520,-0.191064,-8.2370
QAV,R$/litro,2021-02-05,2.401971,2.293280,-0.108691,-4.5251
QAV,R$/litro,2021-02-12,2.508700,2.274620,-0.234080,-9.3307
QAV,R$/litro,2021-02-19,2.628593,2.293040,-0.335553,-12.7655
QAV,R$/litro,2021-02-26,2.752671,2.278950,-0.473721,-17.2095
QAV,R$/litro,2021-03-05,2.788366,2.538300,-0.250066,-8.9682
QAV,R$/litro,2021-03-12,2.874022,2.526980,-0.347042,-12.0751
QAV,R$/litro,2021-03-19,2.800287,2.542620,-0.257667,-9.2014
QAV,R$/litro,2021-03-26,2.646350,2.529570,-0.116780,-4.4129
QAV,R$/litro,2021-04-01,2.720326,2.656070,-0.064256,-2.3621
QAV,R$/litro,2021-04-09,2.684682,2.809000,0.124318,4.6307
QAV,R$/litro,2021-04-16,2.767564,2.835460,0.067896,2.4533
QAV,R$/litro,2021-04-23,2.730475,2.817770,0.087295,3.1971
QAV,R$/litro,2021-04-30,2.702828,2.791800,0.088971,3.2918
QAV,R$/litro,2021-05-07,2.739109,2.754220,0.015111,0.5517
QAV,R$/litro,2021-05-14,2.799889,2.767290,-0.032599,-1.1643
QAV,R$/litro,2021-05-21,2.718677,2.759260,0.040583,1.4928
QAV,R$/litro,2021-05-28,2.715872,2.783480,0.067608,2.4894
QAV,R$/litro,2021-06-04,2.681177,2.784090,0.102913,3.8383
QAV,R$/litro,2021-06-11,2.725269,2.777070,0.051801,1.9008
QAV,R$/litro,2021-06-18,2.771457,2.790050,0.018593,0.6709
QAV,R$/litro,2021-06-25,2.744806,2.786470,0.041664,1.5179
QAV,R$/litro,2021-07-02,2.776870,2.809660,0.032790,1.1808
QAV,R$/litro,2021-07-09,2.895144,2.799610,-0.095534,-3.2998
QAV,R$/litro,2021-07-16,2.871050,2.817820,-0.053230,-1.8540
QAV,R$/litro,2021-07-23,2.794528,2.817280,0.022752,0.8142
QAV,R$/litro,2021-07-30,2.882201,2.837360,-0.044841,-1.5558
QAV,R$/litro,2021-08-06,2.834461,2.886930,0.052469,1.8511
QAV,R$/litro,2021-08-13,2.789516,2.886990,0.097474,3.4943
QAV,R$/litro,2021-08-20,2.778769,2.888180,0.109411,3.9374
QAV,R$/litro,2021-08-27,2.788085,2.883560,0.095475,3.4244
QAV,R$/litro,2021-09-03,2.883283,2.865120,-0.018163,-0.6299
QAV,R$/litro,2021-09-10,2.927160,2.862010,-0.065150,-2.2257
QAV,R$/litro,2021-09-17,3.009247,2.869340,-0.139907,-4.6492
QAV,R$/litro,2021-09-24,3.083300,2.859690,-0.223610,-7.2523
QAV,R$/litro,2021-10-01,3.304822,2.934530,-0.370292,-11.2046
QAV,R$/litro,2021-10-08,3.517083,3.005180,-0.511903,-14.5548
QAV,R$/litro,2021-10-15,3.629711,3.017630,-0.612081,-16.8631
QAV,R$/litro,2021-10-22,3.736475,3.003530,-0.732945,-19.6160
QAV,R$/litro,2021-10-29,3.733900,3.104170,-0.629730,-16.8652
QAV,R$/litro,2021-11-05,3.743184,3.598650,-0.144534,-3.8613
QAV,R$/litro,2021-11-12,3.645008,3.556220,-0.088788,-2.4359
QAV,R$/litro,2021-11-19,3.558312,3.603670,0.045358,1.2747
QAV,R$/litro,2021-11-24,3.528647,3.589890,0.061243,1.7356
QAV,R$/litro,2021-12-03,3.271739,3.674830,0.403091,12.3204
QAV,R$/litro,2021-12-10,3.398177,3.690890,0.292713,8.6138
QAV,R$/litro,2021-12-17,3.508132,3.704560,0.196428,5.5992
QAV,R$/litro,2021-12-23,3.487222,3.685600,0.198378,5.6887
QAV,R$/litro,2021-12-30,3.601207,3.709730,0.108523,3.0135
QAV,R$/litro,2022-01-07,3.716764,3.441440,-0.275324,-7.4076
QAV,R$/litro,2022-01-14,3.864658,3.459010,-0.405648,-10.4963
QAV,R$/litro,2022-01-21,3.955229,3.455790,-0.499439,-12.6273
QAV,R$/litro,2022-01-28,3.883650,3.461550,-0.422100,-10.8686
QAV,R$/litro,2022-02-04,3.942405,3.792590,-0.149815,-3.8001
QAV,R$/litro,2022-02-11,4.071752,3.855940,-0.215812,-5.3002
QAV,R$/litro,2022-02-18,4.012431,3.867650,-0.144781,-3.6083
QAV,R$/litro,2022-02-25,3.914750,3.863870,-0.050880,-1.2997
QAV,R$/litro,2022-03-04,4.468597,3.987650,-0.480947,-10.7628
QAV,R$/litro,2022-03-11,5.073643,4.019000,-1.054643,-20.7867
QAV,R$/litro,2022-03-18,4.545988,3.979770,-0.566218,-12.4553
QAV,R$/litro,2022-03-25,5.040213,3.978640,-1.061573,-21.0621
QAV,R$/litro,2022-04-01,5.087180,4.286610,-0.800571,-15.7370
QAV,R$/litro,2022-04-08,5.169918,4.729880,-0.440038,-8.5115
QAV,R$/litro,2022-04-14,5.071565,4.714690,-0.356875,-7.0368
QAV,R$/litro,2022-04-22,5.379275,4.729740,-0.649535,-12.0748
QAV,R$/litro,2022-04-29,5.701694,4.758880,-0.942814,-16.5357
QAV,R$/litro,2022-05-06,6.247569,5.045320,-1.202249,-19.2435
QAV,R$/litro,2022-05-13,6.019438,5.065180,-0.954258,-15.8529
QAV,R$/litro,2022-05-20,5.339368,5.032050,-0.307318,-5.7557
QAV,R$/litro,2022-05-27,5.029460,5.060810,0.031350,0.6233
QAV,R$/litro,2022-06-03,5.353475,5.468930,0.115455,2.1566
QAV,R$/litro,2022-06-10,5.807035,5.622080,-0.184955,-3.1850
QAV,R$/litro,2022-06-17,6.266474,5.630140,-0.636334,-10.1546
QAV,R$/litro,2022-06-24,6.328467,5.610500,-0.717967,-11.3450
QAV,R$/litro,2022-07-01,6.047463,5.711860,-0.335603,-5.5495
QAV,R$/litro,2022-07-08,5.556037,5.837410,0.281373,5.0643
QAV,R$/litro,2022-07-15,5.653586,5.820280,0.166694,2.9485
QAV,R$/litro,2022-07-22,5.548065,5.838590,0.290525,5.2365
QAV,R$/litro,2022-07-29,5.380134,5.829640,0.449506,8.3549
QAV,R$/litro,2022-08-05,5.168990,5.672670,0.503680,9.7443
QAV,R$/litro,2022-08-12,4.760697,5.684930,0.924233,19.4138
QAV,R$/litro,2022-08-19,4.894699,5.669010,0.774311,15.8194
QAV,R$/litro,2022-08-26,5.211458,5.750890,0.539432,10.3509
QAV,R$/litro,2022-09-02,5.112596,5.294590,0.181994,3.5597
QAV,R$/litro,2022-09-09,5.031520,5.029780,-0.001740,-0.0346
QAV,R$/litro,2022-09-16,4.980427,5.080940,0.100513,2.0182
QAV,R$/litro,2022-09-23,4.825977,5.096670,0.270693,5.6091
QAV,R$/litro,2022-09-30,5.236285,5.095350,-0.140935,-2.6915
QAV,R$/litro,2022-10-07,5.286854,5.032610,-0.254244,-4.8090
QAV,R$/litro,2022-10-14,5.622343,5.035720,-0.586623,-10.4338
QAV,R$/litro,2022-10-21,5.352089,5.058100,-0.293989,-5.4930
QAV,R$/litro,2022-10-28,5.300005,5.056080,-0.243925,-4.6024
QAV,R$/litro,2022-11-04,5.086157,5.324750,0.238593,4.6910
QAV,R$/litro,2022-11-11,5.053638,5.325220,0.271582,5.3740
QAV,R$/litro,2022-11-18,5.091505,5.401030,0.309526,6.0793
QAV,R$/litro,2022-11-25,4.914208,5.417840,0.503632,10.2485
QAV,R$/litro,2022-12-02,4.503858,5.216550,0.712692,15.8240
QAV,R$/litro,2022-12-09,4.262669,5.077900,0.815231,19.1249
QAV,R$/litro,2022-12-16,4.551271,5.031670,0.480399,10.5553
QAV,R$/litro,2022-12-23,4.468541,5.088980,0.620439,13.8846
QAV,R$/litro,2022-12-30,5.008496,4.455400,-0.553096,-11.0432
QAV,R$/litro,2023-01-06,5.070226,4.553050,-0.517176,-10.2003
QAV,R$/litro,2023-01-13,5.141428,4.576960,-0.564468,-10.9788
QAV,R$/litro,2023-01-20,5.423047,4.531540,-0.891507,-16.4392
QAV,R$/litro,2023-01-27,5.492766,4.534010,-0.958756,-17.4549
QAV,R$/litro,2023-02-03,4.551009,5.029930,0.478921,10.5234
QAV,R$/litro,2023-02-10,4.330606,5.273500,0.942894,21.7728
QAV,R$/litro,2023-02-17,4.357682,5.351470,0.993788,22.8054
QAV,R$/litro,2023-02-24,4.281200,5.300180,1.018980,23.8013
QAV,R$/litro,2023-03-03,4.578082,4.753010,0.174928,3.8210
QAV,R$/litro,2023-03-10,4.427376,4.582540,0.155164,3.5047
QAV,R$/litro,2023-03-17,4.080340,4.560750,0.480410,11.7738
QAV,R$/litro,2023-03-24,3.970684,4.551040,0.580356,14.6160
QAV,R$/litro,2023-03-31,3.932084,4.447160,0.515076,13.0993
QAV,R$/litro,2023-04-07,3.912277,4.326290,0.414013,10.5824
QAV,R$/litro,2023-04-14,3.761482,4.333410,0.571928,15.2049
QAV,R$/litro,2023-04-21,3.516996,4.297170,0.780174,22.1830
QAV,R$/litro,2023-04-28,3.334689,4.318240,0.983551,29.4945
QAV,R$/litro,2023-05-05,3.208964,3.860160,0.651196,20.2930
QAV,R$/litro,2023-05-12,3.279015,3.860470,0.581455,17.7326
QAV,R$/litro,2023-05-19,3.264870,3.856920,0.592050,18.1340
QAV,R$/litro,2023-05-26,3.324952,3.829900,0.504948,15.1866
QAV,R$/litro,2023-06-02,3.284257,3.595920,0.311663,9.4896
QAV,R$/litro,2023-06-09,3.346554,3.396260,0.049706,1.4853
QAV,R$/litro,2023-06-16,3.235258,3.374790,0.139532,4.3129
QAV,R$/litro,2023-06-23,3.297751,3.325170,0.027419,0.8314
QAV,R$/litro,2023-06-30,3.263372,3.343770,0.080398,2.4637
QAV,R$/litro,2023-07-07,3.400852,3.438820,0.037968,1.1164
QAV,R$/litro,2023-07-14,3.466422,3.451640,-0.014782,-0.4264
QAV,R$/litro,2023-07-21,3.552895,3.410440,-0.142455,-4.0095
QAV,R$/litro,2023-07-28,3.763958,3.405970,-0.357988,-9.5109
QAV,R$/litro,2023-08-04,4.096401,3.560160,-0.536241,-13.0905
QAV,R$/litro,2023-08-11,4.280817,3.577840,-0.702977,-16.4216
QAV,R$/litro,2023-08-18,4.397829,3.506030,-0.891799,-20.2782
QAV,R$/litro,2023-08-25,4.441393,3.552840,-0.888553,-20.0062
QAV,R$/litro,2023-09-01,4.419962,3.920530,-0.499432,-11.2995
QAV,R$/litro,2023-09-08,4.431520,4.286770,-0.144750,-3.2664
QAV,R$/litro,2023-09-15,4.513257,4.279920,-0.233337,-5.1700
QAV,R$/litro,2023-09-22,4.431028,4.287180,-0.143848,-3.2464
QAV,R$/litro,2023-09-29,4.536061,4.305740,-0.230321,-5.0775
QAV,R$/litro,2023-10-06,4.448478,4.450990,0.002512,0.0565
QAV,R$/litro,2023-10-13,4.264479,4.473840,0.209361,4.9094
QAV,R$/litro,2023-10-20,4.279235,4.502840,0.223605,5.2254
QAV,R$/litro,2023-10-27,4.178252,4.478590,0.300338,7.1881
QAV,R$/litro,2023-11-03,4.253893,4.437070,0.183177,4.3061
QAV,R$/litro,2023-11-10,4.105113,4.395840,0.290727,7.0821
QAV,R$/litro,2023-11-17,4.096485,4.339400,0.242915,5.9298
QAV,R$/litro,2023-11-24,3.900137,4.415000,0.514863,13.2012
QAV,R$/litro,2023-12-01,3.912395,4.398820,0.486425,12.4329
QAV,R$/litro,2023-12-08,3.676332,4.121480,0.445148,12.1085
QAV,R$/litro,2023-12-15,3.533420,4.084100,0.550680,15.5849
QAV,R$/litro,2023-12-22,3.712267,4.172970,0.460703,12.4103
QAV,R$/litro,2023-12-29,3.602810,4.062140,0.459330,12.7492
QAV,R$/litro,2024-01-05,3.556121,3.749700,0.193579,5.4436
QAV,R$/litro,2024-01-12,3.735317,3.696790,-0.038527,-1.0314
QAV,R$/litro,2024-01-19,3.829246,3.751710,-0.077536,-2.0248
QAV,R$/litro,2024-01-26,3.860545,3.758240,-0.102305,-2.6500
QAV,R$/litro,2024-02-02,3.998732,3.742070,-0.256662,-6.4186
QAV,R$/litro,2024-02-09,4.025858,3.676390,-0.349468,-8.6806
QAV,R$/litro,2024-02-16,4.142348,3.745530,-0.396818,-9.5795
QAV,R$/litro,2024-02-23,3.964852,3.739010,-0.225842,-5.6961
QAV,R$/litro,2024-03-01,3.883513,3.810780,-0.072733,-1.8729
QAV,R$/litro,2024-03-08,3.907326,4.021870,0.114544,2.9315
QAV,R$/litro,2024-03-15,3.986784,3.974090,-0.012694,-0.3184
QAV,R$/litro,2024-03-22,4.023373,4.051640,0.028267,0.7026
QAV,R$/litro,2024-03-29,3.933715,4.055080,0.121365,3.0853
QAV,R$/litro,2024-04-05,4.117794,3.991370,-0.126424,-3.0702
QAV,R$/litro,2024-04-12,4.146079,3.923650,-0.222429,-5.3648
QAV,R$/litro,2024-04-19,4.106459,3.986610,-0.119849,-2.9185
QAV,R$/litro,2024-04-26,3.882807,3.990530,0.107723,2.7744
QAV,R$/litro,2024-05-03,3.790796,4.056770,0.265974,7.0163
QAV,R$/litro,2024-05-10,3.755017,4.029140,0.274123,7.3002
QAV,R$/litro,2024-05-17,3.688327,4.042060,0.353733,9.5906
QAV,R$/litro,2024-05-24,3.731092,4.098900,0.367808,9.8579
QAV,R$/litro,2024-05-31,3.823901,4.009760,0.185859,4.8604
QAV,R$/litro,2024-06-07,3.741771,3.752520,0.010749,0.2873
QAV,R$/litro,2024-06-14,3.860092,3.809110,-0.050982,-1.3207
QAV,R$/litro,2024-06-21,4.125195,3.755930,-0.369265,-8.9515
QAV,R$/litro,2024-06-28,4.213639,3.799750,-0.413889,-9.8226
QAV,R$/litro,2024-07-05,4.381920,3.862100,-0.519820,-11.8628
QAV,R$/litro,2024-07-12,4.108959,3.915460,-0.193499,-4.7092
QAV,R$/litro,2024-07-19,4.109779,3.862340,-0.247439,-6.0207
QAV,R$/litro,2024-07-26,4.066458,3.924930,-0.141528,-3.4804
QAV,R$/litro,2024-08-02,3.935093,3.979840,0.044747,1.1371
QAV,R$/litro,2024-08-09,3.762149,4.160930,0.398781,10.5998
QAV,R$/litro,2024-08-16,3.686922,4.188360,0.501438,13.6004
QAV,R$/litro,2024-08-23,3.593360,4.131190,0.537830,14.9673
QAV,R$/litro,2024-08-30,3.610529,4.155610,0.545081,15.0970
QAV,R$/litro,2024-09-06,3.505537,3.808840,0.303303,8.6521
QAV,R$/litro,2024-09-13,3.346877,3.846570,0.499693,14.9301
QAV,R$/litro,2024-09-20,3.274666,3.786050,0.511384,15.6164
QAV,R$/litro,2024-09-27,3.366689,3.815920,0.449231,13.3434
QAV,R$/litro,2024-10-04,3.418491,3.547470,0.128979,3.7730
QAV,R$/litro,2024-10-11,3.731098,3.524050,-0.207048,-5.5493
QAV,R$/litro,2024-10-18,3.570353,3.488400,-0.081953,-2.2954
QAV,R$/litro,2024-10-25,3.513008,3.494900,-0.018108,-0.5155
QAV,R$/litro,2024-11-01,3.561094,3.556860,-0.004234,-0.1189
QAV,R$/litro,2024-11-08,3.681179,3.536970,-0.144209,-3.9175
QAV,R$/litro,2024-11-15,3.583418,3.618690,0.035272,0.9843
QAV,R$/litro,2024-11-22,3.647105,3.521460,-0.125645,-3.4451
QAV,R$/litro,2024-11-29,3.727181,3.604360,-0.122821,-3.2953
QAV,R$/litro,2024-12-06,3.782980,3.703060,-0.079920,-2.1126
QAV,R$/litro,2024-12-13,3.902135,3.638430,-0.263705,-6.7580
QAV,R$/litro,2024-12-20,4.045791,3.695750,-0.350041,-8.6520
QAV,R$/litro,2024-12-27,4.026556,3.644440,-0.382116,-9.4899
QAV,R$/litro,2025-01-03,4.138231,3.860450,-0.277781,-6.7126
QAV,R$/litro,2025-01-10,4.134869,3.886770,-0.248099,-6.0002
QAV,R$/litro,2025-01-17,4.288961,3.944170,-0.344791,-8.0390
QAV,R$/litro,2025-01-24,4.186207,3.870190,-0.316017,-7.5490
QAV,R$/litro,2025-01-31,3.977562,4.036940,0.059378,1.4928
QAV,R$/litro,2025-02-07,3.958810,4.171130,0.212320,5.3632
QAV,R$/litro,2025-02-14,3.901757,4.247990,0.346233,8.8738
QAV,R$/litro,2025-02-21,3.827946,4.175280,0.347334,9.0736
QAV,R$/litro,2025-02-28,3.758744,4.194240,0.435496,11.5862
QAV,R$/litro,2025-03-07,3.711590,3.939500,0.227910,6.1405
QAV,R$/litro,2025-03-14,3.530488,3.987870,0.457382,12.9552
QAV,R$/litro,2025-03-21,3.539349,3.937830,0.398481,11.2586
QAV,R$/litro,2025-03-28,3.725634,3.975770,0.250136,6.7139
QAV,R$/litro,2025-04-04,3.790954,3.744360,-0.046594,-1.2291
QAV,R$/litro,2025-04-11,3.553979,3.653270,0.099291,2.7938
QAV,R$/litro,2025-04-18,3.514793,3.673180,0.158387,4.5063
QAV,R$/litro,2025-04-25,3.438071,3.621640,0.183569,5.3393
QAV,R$/litro,2025-05-02,3.343978,3.688530,0.344552,10.3037
QAV,R$/litro,2025-05-09,3.235277,3.678660,0.443383,13.7046
QAV,R$/litro,2025-05-16,3.373475,3.639880,0.266405,7.8971
QAV,R$/litro,2025-05-23,3.331684,3.635270,0.303586,9.1121
QAV,R$/litro,2025-05-30,3.308112,3.642160,0.334048,10.0979
QAV,R$/litro,2025-06-06,3.252207,3.406920,0.154713,4.7572
QAV,R$/litro,2025-06-13,3.343632,3.402590,0.058958,1.7633
QAV,R$/litro,2025-06-20,3.703100,3.352940,-0.350160,-9.4559
QAV,R$/litro,2025-06-27,3.672233,3.344550,-0.327683,-8.9233
QAV,R$/litro,2025-07-04,3.538292,3.436620,-0.101672,-2.8735
QAV,R$/litro,2025-07-11,3.575122,3.493460,-0.081662,-2.2842
QAV,R$/litro,2025-07-18,3.629899,3.491070,-0.138829,-3.8246
QAV,R$/litro,2025-07-25,3.633263,3.448790,-0.184473,-5.0773
QAV,R$/litro,2025-08-01,3.624412,3.560950,-0.063462,-1.7510
QAV,R$/litro,2025-08-08,3.433675,3.613070,0.179395,5.2246
QAV,R$/litro,2025-08-15,3.306655,3.665320,0.358665,10.8468
QAV,R$/litro,2025-08-22,3.404882,3.615620,0.210738,6.1893
QAV,R$/litro,2025-08-29,3.505939,3.660830,0.154891,4.4180
QAV,R$/litro,2025-09-05,3.492575,3.518300,0.025725,0.7366
QAV,R$/litro,2025-09-12,3.444455,3.478620,0.034165,0.9919
QAV,R$/litro,2025-09-19,3.421408,3.531220,0.109812,3.2096
QAV,R$/litro,2025-09-26,3.483020,3.489850,0.006830,0.1961
QAV,R$/litro,2025-10-03,3.568842,3.528800,-0.040042,-1.1220
QAV,R$/litro,2025-10-10,3.505869,3.554850,0.048982,1.3971
QAV,R$/litro,2025-10-17,3.525980,3.483830,-0.042150,-1.1954
QAV,R$/litro,2025-10-24,3.450390,3.550880,0.100490,2.9124
QAV,R$/litro,2025-10-31,3.654488,3.509480,-0.145008,-3.9680
QAV,R$/litro,2025-11-07,3.602355,3.583280,-0.019075,-0.5295
QAV,R$/litro,2025-11-14,3.623117,3.594710,-0.028407,-0.7840
QAV,R$/litro,2025-11-21,3.675094,3.574170,-0.100924,-2.7462
QAV,R$/litro,2025-11-28,3.548737,3.597480,0.048743,1.3735
QAV,R$/litro,2025-12-05,3.375294,3.656730,0.281436,8.3381
QAV,R$/litro,2025-12-12,3.334259,3.654860,0.320601,9.6154
QAV,R$/litro,2025-12-19,3.212717,3.670530,0.457813,14.2500
QAV,R$/litro,2025-12-26,3.273968,3.706510,0.432542,13.2115
QAV,R$/litro,2026-01-02,3.244075,3.561320,0.317245,9.7792
QAV,R$/litro,2026-01-09,3.160713,3.384700,0.223987,7.0866
QAV,R$/litro,2026-01-16,3.358259,3.405170,0.046911,1.3969
QAV,R$/litro,2026-01-23,3.396358,3.361370,-0.034988,-1.0302
QAV,R$/litro,2026-01-30,3.556684,3.398850,-0.157834,-4.4377
QAV,R$/litro,2026-02-06,3.698044,3.417530,-0.280514,-7.5855
QAV,R$/litro,2026-02-13,3.592089,3.336170,-0.255919,-7.1245
QAV,R$/litro,2026-02-20,3.640445,3.353930,-0.286515,-7.8703
QAV,R$/litro,2026-02-27,3.668024,3.359040,-0.308984,-8.4237
QAV,R$/litro,2026-03-06,5.095826,3.683380,-1.412446,-27.7177
QAV,R$/litro,2026-03-13,6.051033,3.682170,-2.368863,-39.1481
QAV,R$/litro,2026-03-20,6.613492,3.627590,-2.985902,-45.1486
QAV,R$/litro,2026-03-27,7.013544,3.653890,-3.359654,-47.9024
QAV,R$/litro,2026-04-03,7.212441,4.929590,-2.282851,-31.6516
QAV,R$/litro,2026-04-10,7.116140,5.494010,-1.622130,-22.7951
QAV,R$/litro,2026-04-17,6.305532,5.626680,-0.678852,-10.7660
QAV,R$/litro,2026-04-24,6.015030,5.533840,-0.481191,-7.9998
QAV,R$/litro,2026-05-01,6.219957,5.994950,-0.225007,-3.6175
QAV,R$/litro,2026-05-08,5.598228,6.654120,1.055892,18.8612
QAV,R$/litro,2026-05-15,5.507173,6.512510,1.005337,18.2550
QAV,R$/litro,2026-05-22,5.470412,6.637000,1.166588,21.3254
QAV,R$/litro,2026-05-29,5.006638,6.498060,1.491422,29.7889
QAV,R$/litro,2026-06-05,5.232199,5.691290,0.459091,8.7743
QAV,R$/litro,2026-06-12,5.128543,5.617080,0.488537,9.5259
QAV,R$/litro,2026-06-19,4.452648,5.716200,1.263552,28.3775
QAV,R$/litro,2026-06-26,4.301197,5.603320,1.302123,30.2735
QAV,R$/litro,2026-07-03,4.433476,5.029580,0.596104,13.4455
QAV,R$/litro,2026-07-10,4.619674,4.793550,0.173876,3.7638
QAV,R$/litro,2026-07-17,5.269408,4.873950,-0.395458,-7.5048
GLP,R$/13kg,2018-11-09,24.244532,30.168710,5.924178,24.4351
GLP,R$/13kg,2018-11-16,22.607924,30.374890,7.766966,34.3551
GLP,R$/13kg,2018-11-21,23.170806,30.328220,7.157414,30.8898
GLP,R$/13kg,2018-11-30,21.645559,29.619200,7.973641,36.8373
GLP,R$/13kg,2018-12-07,22.464000,29.510130,7.046130,31.3663
GLP,R$/13kg,2018-12-14,21.736000,29.507790,7.771790,35.7554
GLP,R$/13kg,2018-12-21,20.619200,29.287310,8.668110,42.0390
GLP,R$/13kg,2018-12-28,20.232730,29.045900,8.813170,43.5590
GLP,R$/13kg,2019-01-04,19.655800,29.135600,9.479800,48.2290
GLP,R$/13kg,2019-01-11,19.445507,28.901210,9.455704,48.6267
GLP,R$/13kg,2019-01-18,20.510024,28.762630,8.252606,40.2369
GLP,R$/13kg,2019-01-25,20.816250,28.840890,8.024640,38.5499
GLP,R$/13kg,2019-02-01,20.347136,28.759120,8.411984,41.3423
GLP,R$/13kg,2019-02-08,19.979945,28.952560,8.972615,44.9081
GLP,R$/13kg,2019-02-15,19.864000,28.722980,8.858980,44.5982
GLP,R$/13kg,2019-02-22,21.617408,28.775890,7.158482,33.1144
GLP,R$/13kg,2019-03-01,21.379581,28.691910,7.312329,34.2024
GLP,R$/13kg,2019-03-08,21.277197,28.823080,7.545883,35.4647
GLP,R$/13kg,2019-03-15,21.577369,28.955420,7.378051,34.1935
GLP,R$/13kg,2019-03-22,21.632000,29.203070,7.571070,34.9994
GLP,R$/13kg,2019-03-29,21.584224,29.280810,7.696586,35.6584
GLP,R$/13kg,2019-04-05,21.380078,29.126240,7.746161,36.2307
GLP,R$/13kg,2019-04-12,21.821799,29.226600,7.404801,33.9330
GLP,R$/13kg,2019-04-18,22.354485,29.237520,6.883035,30.7904
GLP,R$/13kg,2019-04-26,22.561257,29.613350,7.052093,31.2575
GLP,R$/13kg,2019-05-03,22.782500,29.779880,6.997380,30.7138
GLP,R$/13kg,2019-05-10,21.043750,30.361240,9.317490,44.2768
GLP,R$/13kg,2019-05-17,21.825404,30.448600,8.623196,39.5099
