produto,unidade,semana_inicio,semana_fim,terminal,preco
Gasolina A,R$/litro,2018-11-05,2018-11-09,Itaqui,1.602604
Gasolina A,R$/litro,2018-11-05,2018-11-09,Suape,1.616238
Gasolina A,R$/litro,2018-11-05,2018-11-09,Aratu,1.617774
Gasolina A,R$/litro,2018-11-05,2018-11-09,Santos,1.653378
Gasolina A,R$/litro,2018-11-05,2018-11-09,Paranagua,1.630454
Gasolina A,R$/litro,2018-11-12,2018-11-16,Itaqui,1.524086
Gasolina A,R$/litro,2018-11-12,2018-11-16,Suape,1.537714
Gasolina A,R$/litro,2018-11-12,2018-11-16,Aratu,1.539262
Gasolina A,R$/litro,2018-11-12,2018-11-16,Santos,1.574876
Gasolina A,R$/litro,2018-11-12,2018-11-16,Paranagua,1.551936
Gasolina A,R$/litro,2018-11-19,2018-11-23,Itaqui,1.482270
Gasolina A,R$/litro,2018-11-19,2018-11-23,Suape,1.495897
Gasolina A,R$/litro,2018-11-19,2018-11-23,Aratu,1.497443
Gasolina A,R$/litro,2018-11-19,2018-11-23,Santos,1.536817
Gasolina A,R$/litro,2018-11-19,2018-11-23,Paranagua,1.514050
Gasolina A,R$/litro,2018-11-26,2018-11-30,Itaqui,1.402530
Gasolina A,R$/litro,2018-11-26,2018-11-30,Suape,1.416134
Gasolina A,R$/litro,2018-11-26,2018-11-30,Aratu,1.417722
Gasolina A,R$/litro,2018-11-26,2018-11-30,Santos,1.458436
Gasolina A,R$/litro,2018-11-26,2018-11-30,Paranagua,1.435668
Gasolina A,R$/litro,2018-12-03,2018-12-07,Itaqui,1.413200
Gasolina A,R$/litro,2018-12-03,2018-12-07,Suape,1.426800
Gasolina A,R$/litro,2018-12-03,2018-12-07,Aratu,1.428400
Gasolina A,R$/litro,2018-12-03,2018-12-07,Santos,1.475400
Gasolina A,R$/litro,2018-12-03,2018-12-07,Paranagua,1.452900
Gasolina A,R$/litro,2018-12-10,2018-12-14,Itaqui,1.426300
Gasolina A,R$/litro,2018-12-10,2018-12-14,Suape,1.440000
Gasolina A,R$/litro,2018-12-10,2018-12-14,Aratu,1.441500
Gasolina A,R$/litro,2018-12-10,2018-12-14,Santos,1.489200
Gasolina A,R$/litro,2018-12-10,2018-12-14,Paranagua,1.466700
Gasolina A,R$/litro,2018-12-17,2018-12-21,Itaqui,1.354148
Gasolina A,R$/litro,2018-12-17,2018-12-21,Suape,1.367754
Gasolina A,R$/litro,2018-12-17,2018-12-21,Aratu,1.369344
Gasolina A,R$/litro,2018-12-17,2018-12-21,Santos,1.409370
Gasolina A,R$/litro,2018-12-17,2018-12-21,Paranagua,1.386564
Gasolina A,R$/litro,2018-12-24,2018-12-28,Itaqui,1.272853
Gasolina A,R$/litro,2018-12-24,2018-12-28,Suape,1.295700
Gasolina A,R$/litro,2018-12-24,2018-12-28,Aratu,1.303328
Gasolina A,R$/litro,2018-12-24,2018-12-28,Santos,1.323986
Gasolina A,R$/litro,2018-12-24,2018-12-28,Paranagua,1.304272
Gasolina A,R$/litro,2018-12-31,2019-01-04,Itaqui,1.262107
Gasolina A,R$/litro,2018-12-31,2019-01-04,Suape,1.275827
Gasolina A,R$/litro,2018-12-31,2019-01-04,Aratu,1.277187
Gasolina A,R$/litro,2018-12-31,2019-01-04,Santos,1.311913
Gasolina A,R$/litro,2018-12-31,2019-01-04,Paranagua,1.289253
Gasolina A,R$/litro,2019-01-07,2019-01-11,Itaqui,1.291026
Gasolina A,R$/litro,2019-01-07,2019-01-11,Suape,1.304758
Gasolina A,R$/litro,2019-01-07,2019-01-11,Aratu,1.306098
Gasolina A,R$/litro,2019-01-07,2019-01-11,Santos,1.339580
Gasolina A,R$/litro,2019-01-07,2019-01-11,Paranagua,1.316866
Gasolina A,R$/litro,2019-01-14,2019-01-18,Itaqui,1.344538
Gasolina A,R$/litro,2019-01-14,2019-01-18,Suape,1.358272
Gasolina A,R$/litro,2019-01-14,2019-01-18,Aratu,1.359602
Gasolina A,R$/litro,2019-01-14,2019-01-18,Santos,1.390746
Gasolina A,R$/litro,2019-01-14,2019-01-18,Paranagua,1.367942
Gasolina A,R$/litro,2019-01-21,2019-01-25,Itaqui,1.373507
Gasolina A,R$/litro,2019-01-21,2019-01-25,Suape,1.387242
Gasolina A,R$/litro,2019-01-21,2019-01-25,Aratu,1.388572
Gasolina A,R$/litro,2019-01-21,2019-01-25,Santos,1.418995
Gasolina A,R$/litro,2019-01-21,2019-01-25,Paranagua,1.396152
Gasolina A,R$/litro,2019-01-28,2019-02-01,Itaqui,1.301086
Gasolina A,R$/litro,2019-01-28,2019-02-01,Suape,1.314842
Gasolina A,R$/litro,2019-01-28,2019-02-01,Aratu,1.316134
Gasolina A,R$/litro,2019-01-28,2019-02-01,Santos,1.346254
Gasolina A,R$/litro,2019-01-28,2019-02-01,Paranagua,1.323462
Gasolina A,R$/litro,2019-02-04,2019-02-08,Itaqui,1.351458
Gasolina A,R$/litro,2019-02-04,2019-02-08,Suape,1.365224
Gasolina A,R$/litro,2019-02-04,2019-02-08,Aratu,1.366490
Gasolina A,R$/litro,2019-02-04,2019-02-08,Santos,1.394932
Gasolina A,R$/litro,2019-02-04,2019-02-08,Paranagua,1.372094
Gasolina A,R$/litro,2019-02-11,2019-02-15,Itaqui,1.392326
Gasolina A,R$/litro,2019-02-11,2019-02-15,Suape,1.406056
Gasolina A,R$/litro,2019-02-11,2019-02-15,Aratu,1.407394
Gasolina A,R$/litro,2019-02-11,2019-02-15,Santos,1.441172
Gasolina A,R$/litro,2019-02-11,2019-02-15,Paranagua,1.418480
Gasolina A,R$/litro,2019-02-18,2019-02-22,Itaqui,1.541132
Gasolina A,R$/litro,2019-02-18,2019-02-22,Suape,1.554818
Gasolina A,R$/litro,2019-02-18,2019-02-22,Aratu,1.556242
Gasolina A,R$/litro,2019-02-18,2019-02-22,Santos,1.590502
Gasolina A,R$/litro,2019-02-18,2019-02-22,Paranagua,1.567692
Gasolina A,R$/litro,2019-02-25,2019-03-01,Itaqui,1.536960
Gasolina A,R$/litro,2019-02-25,2019-03-01,Suape,1.550660
Gasolina A,R$/litro,2019-02-25,2019-03-01,Aratu,1.552060
Gasolina A,R$/litro,2019-02-25,2019-03-01,Santos,1.584712
Gasolina A,R$/litro,2019-02-25,2019-03-01,Paranagua,1.561866
Gasolina A,R$/litro,2019-03-04,2019-03-08,Itaqui,1.608956
Gasolina A,R$/litro,2019-03-04,2019-03-08,Suape,1.622698
Gasolina A,R$/litro,2019-03-04,2019-03-08,Aratu,1.624012
Gasolina A,R$/litro,2019-03-04,2019-03-08,Santos,1.654012
Gasolina A,R$/litro,2019-03-04,2019-03-08,Paranagua,1.631174
Gasolina A,R$/litro,2019-03-11,2019-03-15,Itaqui,1.658822
Gasolina A,R$/litro,2019-03-11,2019-03-15,Suape,1.672598
Gasolina A,R$/litro,2019-03-11,2019-03-15,Aratu,1.673848
Gasolina A,R$/litro,2019-03-11,2019-03-15,Santos,1.702746
Gasolina A,R$/litro,2019-03-11,2019-03-15,Paranagua,1.679960
Gasolina A,R$/litro,2019-03-18,2019-03-22,Itaqui,1.693040
Gasolina A,R$/litro,2019-03-18,2019-03-22,Suape,1.706752
Gasolina A,R$/litro,2019-03-18,2019-03-22,Aratu,1.708126
Gasolina A,R$/litro,2019-03-18,2019-03-22,Santos,1.740588
Gasolina A,R$/litro,2019-03-18,2019-03-22,Paranagua,1.717766
Gasolina A,R$/litro,2019-03-25,2019-03-29,Itaqui,1.735908
Gasolina A,R$/litro,2019-03-25,2019-03-29,Suape,1.749600
Gasolina A,R$/litro,2019-03-25,2019-03-29,Aratu,1.751020
Gasolina A,R$/litro,2019-03-25,2019-03-29,Santos,1.784656
Gasolina A,R$/litro,2019-03-25,2019-03-29,Paranagua,1.761822
Gasolina A,R$/litro,2019-04-01,2019-04-05,Itaqui,1.747316
Gasolina A,R$/litro,2019-04-01,2019-04-05,Suape,1.761016
Gasolina A,R$/litro,2019-04-01,2019-04-05,Aratu,1.762414
Gasolina A,R$/litro,2019-04-01,2019-04-05,Santos,1.795936
Gasolina A,R$/litro,2019-04-01,2019-04-05,Paranagua,1.773126
Gasolina A,R$/litro,2019-04-08,2019-04-12,Itaqui,1.828156
Gasolina A,R$/litro,2019-04-08,2019-04-12,Suape,1.841864
Gasolina A,R$/litro,2019-04-08,2019-04-12,Aratu,1.843248
Gasolina A,R$/litro,2019-04-08,2019-04-12,Santos,1.875176
Gasolina A,R$/litro,2019-04-08,2019-04-12,Paranagua,1.852320
Gasolina A,R$/litro,2019-04-15,2019-04-19,Itaqui,1.864397
Gasolina A,R$/litro,2019-04-15,2019-04-19,Suape,1.878090
Gasolina A,R$/litro,2019-04-15,2019-04-19,Aratu,1.879502
Gasolina A,R$/litro,2019-04-15,2019-04-19,Santos,1.909822
Gasolina A,R$/litro,2019-04-15,2019-04-19,Paranagua,1.886843
Gasolina A,R$/litro,2019-04-22,2019-04-26,Itaqui,1.951480
Gasolina A,R$/litro,2019-04-22,2019-04-26,Suape,1.965185
Gasolina A,R$/litro,2019-04-22,2019-04-26,Aratu,1.966575
Gasolina A,R$/litro,2019-04-22,2019-04-26,Santos,1.996815
Gasolina A,R$/litro,2019-04-22,2019-04-26,Paranagua,1.973865
Gasolina A,R$/litro,2019-04-29,2019-05-03,Itaqui,1.945317
Gasolina A,R$/litro,2019-04-29,2019-05-03,Suape,1.959050
Gasolina A,R$/litro,2019-04-29,2019-05-03,Aratu,1.960390
Gasolina A,R$/litro,2019-04-29,2019-05-03,Santos,1.990182
Gasolina A,R$/litro,2019-04-29,2019-05-03,Paranagua,1.967295
Gasolina A,R$/litro,2019-05-06,2019-05-10,Itaqui,1.902830
Gasolina A,R$/litro,2019-05-06,2019-05-10,Suape,1.916557
Gasolina A,R$/litro,2019-05-06,2019-05-10,Aratu,1.917907
Gasolina A,R$/litro,2019-05-06,2019-05-10,Santos,1.949923
Gasolina A,R$/litro,2019-05-06,2019-05-10,Paranagua,1.927120
Gasolina A,R$/litro,2019-05-13,2019-05-17,Itaqui,1.921815
Gasolina A,R$/litro,2019-05-13,2019-05-17,Suape,1.935505
Gasolina A,R$/litro,2019-05-13,2019-05-17,Aratu,1.948722
Gasolina A,R$/litro,2019-05-13,2019-05-17,Santos,1.969532
Gasolina A,R$/litro,2019-05-13,2019-05-17,Paranagua,1.946652
Gasolina A,R$/litro,2019-05-20,2019-05-24,Itaqui,1.992900
Gasolina A,R$/litro,2019-05-20,2019-05-24,Suape,2.006585
Gasolina A,R$/litro,2019-05-20,2019-05-24,Aratu,2.008018
Gasolina A,R$/litro,2019-05-20,2019-05-24,Santos,2.040513
Gasolina A,R$/litro,2019-05-20,2019-05-24,Paranagua,2.017602
Gasolina A,R$/litro,2019-05-27,2019-05-31,Itaqui,1.854080
Gasolina A,R$/litro,2019-05-27,2019-05-31,Suape,1.867785
Gasolina A,R$/litro,2019-05-27,2019-05-31,Aratu,1.869177
Gasolina A,R$/litro,2019-05-27,2019-05-31,Santos,1.900610
Gasolina A,R$/litro,2019-05-27,2019-05-31,Paranagua,1.877715
Gasolina A,R$/litro,2019-06-03,2019-06-07,Itaqui,1.639160
Gasolina A,R$/litro,2019-06-03,2019-06-07,Suape,1.652914
Gasolina A,R$/litro,2019-06-03,2019-06-07,Aratu,1.654202
Gasolina A,R$/litro,2019-06-03,2019-06-07,Santos,1.683440
Gasolina A,R$/litro,2019-06-03,2019-06-07,Paranagua,1.660606
Gasolina A,R$/litro,2019-06-10,2019-06-14,Itaqui,1.623026
Gasolina A,R$/litro,2019-06-10,2019-06-14,Suape,1.636792
Gasolina A,R$/litro,2019-06-10,2019-06-14,Aratu,1.638058
Gasolina A,R$/litro,2019-06-10,2019-06-14,Santos,1.666830
Gasolina A,R$/litro,2019-06-10,2019-06-14,Paranagua,1.644012
Gasolina A,R$/litro,2019-06-17,2019-06-21,Itaqui,1.630400
Gasolina A,R$/litro,2019-06-17,2019-06-21,Suape,1.644100
Gasolina A,R$/litro,2019-06-17,2019-06-21,Aratu,1.645500
Gasolina A,R$/litro,2019-06-17,2019-06-21,Santos,1.677000
Gasolina A,R$/litro,2019-06-17,2019-06-21,Paranagua,1.654200
Gasolina A,R$/litro,2019-06-24,2019-06-28,Itaqui,1.700900
Gasolina A,R$/litro,2019-06-24,2019-06-28,Suape,1.714600
Gasolina A,R$/litro,2019-06-24,2019-06-28,Aratu,1.716000
Gasolina A,R$/litro,2019-06-24,2019-06-28,Santos,1.749400
Gasolina A,R$/litro,2019-06-24,2019-06-28,Paranagua,1.726500
Gasolina A,R$/litro,2019-07-01,2019-07-05,Itaqui,1.722800
Gasolina A,R$/litro,2019-07-01,2019-07-05,Suape,1.736500
Gasolina A,R$/litro,2019-07-01,2019-07-05,Aratu,1.737900
Gasolina A,R$/litro,2019-07-01,2019-07-05,Santos,1.771400
Gasolina A,R$/litro,2019-07-01,2019-07-05,Paranagua,1.748500
Gasolina A,R$/litro,2019-07-08,2019-07-12,Itaqui,1.736900
Gasolina A,R$/litro,2019-07-08,2019-07-12,Suape,1.750600
Gasolina A,R$/litro,2019-07-08,2019-07-12,Aratu,1.751900
Gasolina A,R$/litro,2019-07-08,2019-07-12,Santos,1.781900
Gasolina A,R$/litro,2019-07-08,2019-07-12,Paranagua,1.759000
Gasolina A,R$/litro,2019-07-15,2019-07-19,Itaqui,1.714500
Gasolina A,R$/litro,2019-07-15,2019-07-19,Suape,1.728300
Gasolina A,R$/litro,2019-07-15,2019-07-19,Aratu,1.729500
Gasolina A,R$/litro,2019-07-15,2019-07-19,Santos,1.759200
Gasolina A,R$/litro,2019-07-15,2019-07-19,Paranagua,1.736300
Gasolina A,R$/litro,2019-07-22,2019-07-26,Itaqui,1.699500
Gasolina A,R$/litro,2019-07-22,2019-07-26,Suape,1.713300
Gasolina A,R$/litro,2019-07-22,2019-07-26,Aratu,1.714600
Gasolina A,R$/litro,2019-07-22,2019-07-26,Santos,1.747300
Gasolina A,R$/litro,2019-07-22,2019-07-26,Paranagua,1.724400
Gasolina A,R$/litro,2019-07-29,2019-08-02,Itaqui,1.749600
Gasolina A,R$/litro,2019-07-29,2019-08-02,Suape,1.763300
Gasolina A,R$/litro,2019-07-29,2019-08-02,Aratu,1.764600
Gasolina A,R$/litro,2019-07-29,2019-08-02,Santos,1.797300
Gasolina A,R$/litro,2019-07-29,2019-08-02,Paranagua,1.774300
Gasolina A,R$/litro,2019-08-05,2019-08-09,Itaqui,1.680300
Gasolina A,R$/litro,2019-08-05,2019-08-09,Suape,1.694000
Gasolina A,R$/litro,2019-08-05,2019-08-09,Aratu,1.695400
Gasolina A,R$/litro,2019-08-05,2019-08-09,Santos,1.729700
Gasolina A,R$/litro,2019-08-05,2019-08-09,Paranagua,1.706600
Gasolina A,R$/litro,2019-08-12,2019-08-16,Itaqui,1.681100
Gasolina A,R$/litro,2019-08-12,2019-08-16,Suape,1.694800
Gasolina A,R$/litro,2019-08-12,2019-08-16,Aratu,1.696200
Gasolina A,R$/litro,2019-08-12,2019-08-16,Santos,1.730200
Gasolina A,R$/litro,2019-08-12,2019-08-16,Paranagua,1.707000
Gasolina A,R$/litro,2019-08-19,2019-08-23,Itaqui,1.640600
Gasolina A,R$/litro,2019-08-19,2019-08-23,Suape,1.654300
Gasolina A,R$/litro,2019-08-19,2019-08-23,Aratu,1.655700
Gasolina A,R$/litro,2019-08-19,2019-08-23,Santos,1.689500
Gasolina A,R$/litro,2019-08-19,2019-08-23,Paranagua,1.666400
Gasolina A,R$/litro,2019-08-26,2019-08-30,Itaqui,1.556000
Gasolina A,R$/litro,2019-08-26,2019-08-30,Suape,1.569700
Gasolina A,R$/litro,2019-08-26,2019-08-30,Aratu,1.571200
Gasolina A,R$/litro,2019-08-26,2019-08-30,Santos,1.606800
Gasolina A,R$/litro,2019-08-26,2019-08-30,Paranagua,1.583700
Gasolina A,R$/litro,2019-09-02,2019-09-06,Manaus,1.568330
Gasolina A,R$/litro,2019-09-02,2019-09-06,Itaqui,1.582060
Gasolina A,R$/litro,2019-09-02,2019-09-06,Suape,1.568330
Gasolina A,R$/litro,2019-09-02,2019-09-06,Aratu,1.569793
Gasolina A,R$/litro,2019-09-02,2019-09-06,Santos,1.612183
Gasolina A,R$/litro,2019-09-02,2019-09-06,Paranagua,1.600593
Gasolina A,R$/litro,2019-09-02,2019-09-06,Tramandai,1.594580
Gasolina A,R$/litro,2019-09-02,2019-09-06,Guamaré,1.624593
Gasolina A,R$/litro,2019-09-02,2019-09-06,Duque de Caxias,1.677640
Gasolina A,R$/litro,2019-09-02,2019-09-06,Betim,1.684678
Gasolina A,R$/litro,2019-09-02,2019-09-06,Cubatão,1.620830
Gasolina A,R$/litro,2019-09-02,2019-09-06,Mauá,1.638248
Gasolina A,R$/litro,2019-09-02,2019-09-06,Paulínia,1.645648
Gasolina A,R$/litro,2019-09-02,2019-09-06,São José dos Campos,1.643408
Gasolina A,R$/litro,2019-09-02,2019-09-06,Araucária,1.619163
Gasolina A,R$/litro,2019-09-02,2019-09-06,Canoas,1.613930
Gasolina A,R$/litro,2019-09-09,2019-09-13,Manaus,1.598412
Gasolina A,R$/litro,2019-09-09,2019-09-13,Itaqui,1.612116
Gasolina A,R$/litro,2019-09-09,2019-09-13,Suape,1.598412
Gasolina A,R$/litro,2019-09-09,2019-09-13,Aratu,1.599816
Gasolina A,R$/litro,2019-09-09,2019-09-13,Santos,1.640850
Gasolina A,R$/litro,2019-09-09,2019-09-13,Paranagua,1.629300
Gasolina A,R$/litro,2019-09-09,2019-09-13,Tramandai,1.623172
Gasolina A,R$/litro,2019-09-09,2019-09-13,Guamaré,1.654672
Gasolina A,R$/litro,2019-09-09,2019-09-13,Duque de Caxias,1.706304
Gasolina A,R$/litro,2019-09-09,2019-09-13,Betim,1.713344
Gasolina A,R$/litro,2019-09-09,2019-09-13,Cubatão,1.649494
Gasolina A,R$/litro,2019-09-09,2019-09-13,Mauá,1.666914
Gasolina A,R$/litro,2019-09-09,2019-09-13,Paulínia,1.674314
Gasolina A,R$/litro,2019-09-09,2019-09-13,São José dos Campos,1.672074
Gasolina A,R$/litro,2019-09-09,2019-09-13,Araucária,1.647868
Gasolina A,R$/litro,2019-09-09,2019-09-13,Canoas,1.642522
Gasolina A,R$/litro,2019-09-16,2019-09-20,Manaus,1.696246
Gasolina A,R$/litro,2019-09-16,2019-09-20,Itaqui,1.709912
Gasolina A,R$/litro,2019-09-16,2019-09-20,Suape,1.696246
Gasolina A,R$/litro,2019-09-16,2019-09-20,Aratu,1.697578
Gasolina A,R$/litro,2019-09-16,2019-09-20,Santos,1.738114
Gasolina A,R$/litro,2019-09-16,2019-09-20,Paranagua,1.726666
Gasolina A,R$/litro,2019-09-16,2019-09-20,Tramandai,1.720304
Gasolina A,R$/litro,2019-09-16,2019-09-20,Guamaré,1.752506
Gasolina A,R$/litro,2019-09-16,2019-09-20,Duque de Caxias,1.803574
Gasolina A,R$/litro,2019-09-16,2019-09-20,Betim,1.810608
Gasolina A,R$/litro,2019-09-16,2019-09-20,Cubatão,1.746764
Gasolina A,R$/litro,2019-09-16,2019-09-20,Mauá,1.764178
Gasolina A,R$/litro,2019-09-16,2019-09-20,Paulínia,1.771578
Gasolina A,R$/litro,2019-09-16,2019-09-20,São José dos Campos,1.769338
Gasolina A,R$/litro,2019-09-16,2019-09-20,Araucária,1.745232
Gasolina A,R$/litro,2019-09-16,2019-09-20,Canoas,1.739654
Gasolina A,R$/litro,2019-09-23,2019-09-27,Manaus,1.701888
Gasolina A,R$/litro,2019-09-23,2019-09-27,Itaqui,1.715564
Gasolina A,R$/litro,2019-09-23,2019-09-27,Suape,1.701888
Gasolina A,R$/litro,2019-09-23,2019-09-27,Aratu,1.703242
Gasolina A,R$/litro,2019-09-23,2019-09-27,Santos,1.743742
Gasolina A,R$/litro,2019-09-23,2019-09-27,Paranagua,1.732258
Gasolina A,R$/litro,2019-09-23,2019-09-27,Tramandai,1.725970
Gasolina A,R$/litro,2019-09-23,2019-09-27,Guamaré,1.758150
Gasolina A,R$/litro,2019-09-23,2019-09-27,Duque de Caxias,1.809198
Gasolina A,R$/litro,2019-09-23,2019-09-27,Betim,1.816236
Gasolina A,R$/litro,2019-09-23,2019-09-27,Cubatão,1.752388
Gasolina A,R$/litro,2019-09-23,2019-09-27,Mauá,1.769804
Gasolina A,R$/litro,2019-09-23,2019-09-27,Paulínia,1.777204
Gasolina A,R$/litro,2019-09-23,2019-09-27,São José dos Campos,1.774964
Gasolina A,R$/litro,2019-09-23,2019-09-27,Araucária,1.750826
Gasolina A,R$/litro,2019-09-23,2019-09-27,Canoas,1.745322
Gasolina A,R$/litro,2019-09-30,2019-10-04,Manaus,1.621876
Gasolina A,R$/litro,2019-09-30,2019-10-04,Itaqui,1.635580
Gasolina A,R$/litro,2019-09-30,2019-10-04,Suape,1.621876
Gasolina A,R$/litro,2019-09-30,2019-10-04,Aratu,1.623282
Gasolina A,R$/litro,2019-09-30,2019-10-04,Santos,1.664508
Gasolina A,R$/litro,2019-09-30,2019-10-04,Paranagua,1.652960
Gasolina A,R$/litro,2019-09-30,2019-10-04,Tramandai,1.646832
Gasolina A,R$/litro,2019-09-30,2019-10-04,Guamaré,1.678136
Gasolina A,R$/litro,2019-09-30,2019-10-04,Duque de Caxias,1.729966
Gasolina A,R$/litro,2019-09-30,2019-10-04,Betim,1.737000
Gasolina A,R$/litro,2019-09-30,2019-10-04,Cubatão,1.673156
Gasolina A,R$/litro,2019-09-30,2019-10-04,Mauá,1.690570
Gasolina A,R$/litro,2019-09-30,2019-10-04,Paulínia,1.697970
Gasolina A,R$/litro,2019-09-30,2019-10-04,São José dos Campos,1.695730
Gasolina A,R$/litro,2019-09-30,2019-10-04,Araucária,1.671530
Gasolina A,R$/litro,2019-09-30,2019-10-04,Canoas,1.666182
Gasolina A,R$/litro,2019-10-07,2019-10-11,Manaus,1.640566
Gasolina A,R$/litro,2019-10-07,2019-10-11,Itaqui,1.654320
Gasolina A,R$/litro,2019-10-07,2019-10-11,Suape,1.640566
Gasolina A,R$/litro,2019-10-07,2019-10-11,Aratu,1.642072
Gasolina A,R$/litro,2019-10-07,2019-10-11,Santos,1.687612
Gasolina A,R$/litro,2019-10-07,2019-10-11,Paranagua,1.676044
Gasolina A,R$/litro,2019-10-07,2019-10-11,Tramandai,1.670026
Gasolina A,R$/litro,2019-10-07,2019-10-11,Guamaré,1.696826
Gasolina A,R$/litro,2019-10-07,2019-10-11,Duque de Caxias,1.753070
Gasolina A,R$/litro,2019-10-07,2019-10-11,Betim,1.760106
Gasolina A,R$/litro,2019-10-07,2019-10-11,Cubatão,1.696260
Gasolina A,R$/litro,2019-10-07,2019-10-11,Mauá,1.713674
Gasolina A,R$/litro,2019-10-07,2019-10-11,Paulínia,1.721074
Gasolina A,R$/litro,2019-10-07,2019-10-11,São José dos Campos,1.718834
Gasolina A,R$/litro,2019-10-07,2019-10-11,Araucária,1.694610
Gasolina A,R$/litro,2019-10-07,2019-10-11,Canoas,1.689376
Gasolina A,R$/litro,2019-10-14,2019-10-18,Manaus,1.727456
Gasolina A,R$/litro,2019-10-14,2019-10-18,Itaqui,1.741316
Gasolina A,R$/litro,2019-10-14,2019-10-18,Suape,1.727456
Gasolina A,R$/litro,2019-10-14,2019-10-18,Aratu,1.729178
Gasolina A,R$/litro,2019-10-14,2019-10-18,Santos,1.779102
Gasolina A,R$/litro,2019-10-14,2019-10-18,Paranagua,1.767336
Gasolina A,R$/litro,2019-10-14,2019-10-18,Tramandai,1.761838
Gasolina A,R$/litro,2019-10-14,2019-10-18,Guamaré,1.783718
Gasolina A,R$/litro,2019-10-14,2019-10-18,Duque de Caxias,1.844562
Gasolina A,R$/litro,2019-10-14,2019-10-18,Betim,1.851600
Gasolina A,R$/litro,2019-10-14,2019-10-18,Cubatão,1.787752
Gasolina A,R$/litro,2019-10-14,2019-10-18,Mauá,1.805168
Gasolina A,R$/litro,2019-10-14,2019-10-18,Paulínia,1.812568
Gasolina A,R$/litro,2019-10-14,2019-10-18,São José dos Campos,1.810328
Gasolina A,R$/litro,2019-10-14,2019-10-18,Araucária,1.785904
Gasolina A,R$/litro,2019-10-14,2019-10-18,Canoas,1.781188
Gasolina A,R$/litro,2019-10-21,2019-10-25,Manaus,1.707400
Gasolina A,R$/litro,2019-10-21,2019-10-25,Itaqui,1.721144
Gasolina A,R$/litro,2019-10-21,2019-10-25,Suape,1.707400
Gasolina A,R$/litro,2019-10-21,2019-10-25,Aratu,1.708884
Gasolina A,R$/litro,2019-10-21,2019-10-25,Santos,1.755378
Gasolina A,R$/litro,2019-10-21,2019-10-25,Paranagua,1.743872
Gasolina A,R$/litro,2019-10-21,2019-10-25,Tramandai,1.737720
Gasolina A,R$/litro,2019-10-21,2019-10-25,Guamaré,1.763660
Gasolina A,R$/litro,2019-10-21,2019-10-25,Duque de Caxias,1.820836
Gasolina A,R$/litro,2019-10-21,2019-10-25,Betim,1.827872
Gasolina A,R$/litro,2019-10-21,2019-10-25,Cubatão,1.764026
Gasolina A,R$/litro,2019-10-21,2019-10-25,Mauá,1.781442
Gasolina A,R$/litro,2019-10-21,2019-10-25,Paulínia,1.788842
Gasolina A,R$/litro,2019-10-21,2019-10-25,São José dos Campos,1.786602
Gasolina A,R$/litro,2019-10-21,2019-10-25,Araucária,1.762438
Gasolina A,R$/litro,2019-10-21,2019-10-25,Canoas,1.757072
Gasolina A,R$/litro,2019-10-28,2019-11-01,Manaus,1.711706
Gasolina A,R$/litro,2019-10-28,2019-11-01,Itaqui,1.725428
Gasolina A,R$/litro,2019-10-28,2019-11-01,Suape,1.711706
Gasolina A,R$/litro,2019-10-28,2019-11-01,Aratu,1.713156
Gasolina A,R$/litro,2019-10-28,2019-11-01,Santos,1.758632
Gasolina A,R$/litro,2019-10-28,2019-11-01,Paranagua,1.747152
Gasolina A,R$/litro,2019-10-28,2019-11-01,Tramandai,1.740928
Gasolina A,R$/litro,2019-10-28,2019-11-01,Guamaré,1.767968
Gasolina A,R$/litro,2019-10-28,2019-11-01,Duque de Caxias,1.824086
Gasolina A,R$/litro,2019-10-28,2019-11-01,Betim,1.831124
Gasolina A,R$/litro,2019-10-28,2019-11-01,Cubatão,1.767276
Gasolina A,R$/litro,2019-10-28,2019-11-01,Mauá,1.784694
Gasolina A,R$/litro,2019-10-28,2019-11-01,Paulínia,1.792094
Gasolina A,R$/litro,2019-10-28,2019-11-01,São José dos Campos,1.789854
Gasolina A,R$/litro,2019-10-28,2019-11-01,Araucária,1.765718
Gasolina A,R$/litro,2019-10-28,2019-11-01,Canoas,1.760278
Gasolina A,R$/litro,2019-11-04,2019-11-08,Manaus,1.749092
Gasolina A,R$/litro,2019-11-04,2019-11-08,Itaqui,1.762884
Gasolina A,R$/litro,2019-11-04,2019-11-08,Suape,1.749092
Gasolina A,R$/litro,2019-11-04,2019-11-08,Aratu,1.750674
Gasolina A,R$/litro,2019-11-04,2019-11-08,Santos,1.800856
Gasolina A,R$/litro,2019-11-04,2019-11-08,Paranagua,1.789316
Gasolina A,R$/litro,2019-11-04,2019-11-08,Tramandai,1.783294
Gasolina A,R$/litro,2019-11-04,2019-11-08,Guamaré,1.805352
Gasolina A,R$/litro,2019-11-04,2019-11-08,Duque de Caxias,1.866310
Gasolina A,R$/litro,2019-11-04,2019-11-08,Betim,1.873350
Gasolina A,R$/litro,2019-11-04,2019-11-08,Cubatão,1.809500
Gasolina A,R$/litro,2019-11-04,2019-11-08,Mauá,1.826920
Gasolina A,R$/litro,2019-11-04,2019-11-08,Paulínia,1.834320
Gasolina A,R$/litro,2019-11-04,2019-11-08,São José dos Campos,1.832080
Gasolina A,R$/litro,2019-11-04,2019-11-08,Araucária,1.807880
