produto,unidade,semana_inicio,semana_fim,terminal,preco
QAV,R$/litro,2021-08-16,2021-08-20,Suape,2.694540
QAV,R$/litro,2021-08-16,2021-08-20,Aratu,2.710182
QAV,R$/litro,2021-08-16,2021-08-20,Santos,2.729386
QAV,R$/litro,2021-08-16,2021-08-20,Paranagua,2.717226
QAV,R$/litro,2021-08-16,2021-08-20,Tramandai,2.734760
QAV,R$/litro,2021-08-16,2021-08-20,Guamaré,2.854236
QAV,R$/litro,2021-08-16,2021-08-20,Duque de Caxias,2.915840
QAV,R$/litro,2021-08-16,2021-08-20,Betim,2.937310
QAV,R$/litro,2021-08-16,2021-08-20,Cubatão,2.764986
QAV,R$/litro,2021-08-16,2021-08-20,Mauá,2.782932
QAV,R$/litro,2021-08-16,2021-08-20,Paulínia,2.826838
QAV,R$/litro,2021-08-16,2021-08-20,São José dos Campos,2.812792
QAV,R$/litro,2021-08-16,2021-08-20,Araucária,2.778756
QAV,R$/litro,2021-08-16,2021-08-20,Canoas,2.796070
QAV,R$/litro,2021-08-23,2021-08-27,Manaus,2.708418
QAV,R$/litro,2021-08-23,2021-08-27,Itaqui,2.718944
QAV,R$/litro,2021-08-23,2021-08-27,Suape,2.705982
QAV,R$/litro,2021-08-23,2021-08-27,Aratu,2.720878
QAV,R$/litro,2021-08-23,2021-08-27,Santos,2.739170
QAV,R$/litro,2021-08-23,2021-08-27,Paranagua,2.726870
QAV,R$/litro,2021-08-23,2021-08-27,Tramandai,2.744430
QAV,R$/litro,2021-08-23,2021-08-27,Guamaré,2.863218
QAV,R$/litro,2021-08-23,2021-08-27,Duque de Caxias,2.922760
QAV,R$/litro,2021-08-23,2021-08-27,Betim,2.943896
QAV,R$/litro,2021-08-23,2021-08-27,Cubatão,2.774226
QAV,R$/litro,2021-08-23,2021-08-27,Mauá,2.791900
QAV,R$/litro,2021-08-23,2021-08-27,Paulínia,2.835128
QAV,R$/litro,2021-08-23,2021-08-27,São José dos Campos,2.821294
QAV,R$/litro,2021-08-23,2021-08-27,Araucária,2.787454
QAV,R$/litro,2021-08-23,2021-08-27,Canoas,2.804796
QAV,R$/litro,2021-08-30,2021-09-03,Manaus,2.807382
QAV,R$/litro,2021-08-30,2021-09-03,Itaqui,2.815790
QAV,R$/litro,2021-08-30,2021-09-03,Suape,2.803792
QAV,R$/litro,2021-08-30,2021-09-03,Aratu,2.817652
QAV,R$/litro,2021-08-30,2021-09-03,Santos,2.834682
QAV,R$/litro,2021-08-30,2021-09-03,Paranagua,2.822176
QAV,R$/litro,2021-08-30,2021-09-03,Tramandai,2.839832
QAV,R$/litro,2021-08-30,2021-09-03,Guamaré,2.958488
QAV,R$/litro,2021-08-30,2021-09-03,Duque de Caxias,3.015312
QAV,R$/litro,2021-08-30,2021-09-03,Betim,3.036104
QAV,R$/litro,2021-08-30,2021-09-03,Cubatão,2.869174
QAV,R$/litro,2021-08-30,2021-09-03,Mauá,2.886560
QAV,R$/litro,2021-08-30,2021-09-03,Paulínia,2.929096
QAV,R$/litro,2021-08-30,2021-09-03,São José dos Campos,2.915484
QAV,R$/litro,2021-08-30,2021-09-03,Araucária,2.881778
QAV,R$/litro,2021-08-30,2021-09-03,Canoas,2.899226
QAV,R$/litro,2021-09-06,2021-09-10,Manaus,2.851643
QAV,R$/litro,2021-09-06,2021-09-10,Itaqui,2.858920
QAV,R$/litro,2021-09-06,2021-09-10,Suape,2.847218
QAV,R$/litro,2021-09-06,2021-09-10,Aratu,2.860778
QAV,R$/litro,2021-09-06,2021-09-10,Santos,2.877443
QAV,R$/litro,2021-09-06,2021-09-10,Paranagua,2.864870
QAV,R$/litro,2021-09-06,2021-09-10,Tramandai,2.882648
QAV,R$/litro,2021-09-06,2021-09-10,Guamaré,3.004330
QAV,R$/litro,2021-09-06,2021-09-10,Duque de Caxias,3.060888
QAV,R$/litro,2021-09-06,2021-09-10,Betim,3.082010
QAV,R$/litro,2021-09-06,2021-09-10,Cubatão,2.912473
QAV,R$/litro,2021-09-06,2021-09-10,Mauá,2.930133
QAV,R$/litro,2021-09-06,2021-09-10,Paulínia,2.973330
QAV,R$/litro,2021-09-06,2021-09-10,São José dos Campos,2.959508
QAV,R$/litro,2021-09-06,2021-09-10,Araucária,2.925403
QAV,R$/litro,2021-09-06,2021-09-10,Canoas,2.942968
QAV,R$/litro,2021-09-13,2021-09-17,Manaus,2.934794
QAV,R$/litro,2021-09-13,2021-09-17,Itaqui,2.941316
QAV,R$/litro,2021-09-13,2021-09-17,Suape,2.929924
QAV,R$/litro,2021-09-13,2021-09-17,Aratu,2.943098
QAV,R$/litro,2021-09-13,2021-09-17,Santos,2.959290
QAV,R$/litro,2021-09-13,2021-09-17,Paranagua,2.946656
QAV,R$/litro,2021-09-13,2021-09-17,Tramandai,2.964234
QAV,R$/litro,2021-09-13,2021-09-17,Guamaré,3.087110
QAV,R$/litro,2021-09-13,2021-09-17,Duque de Caxias,3.142822
QAV,R$/litro,2021-09-13,2021-09-17,Betim,3.163952
QAV,R$/litro,2021-09-13,2021-09-17,Cubatão,2.994338
QAV,R$/litro,2021-09-13,2021-09-17,Mauá,3.012004
QAV,R$/litro,2021-09-13,2021-09-17,Paulínia,3.055218
QAV,R$/litro,2021-09-13,2021-09-17,São José dos Campos,3.041392
QAV,R$/litro,2021-09-13,2021-09-17,Araucária,3.007218
QAV,R$/litro,2021-09-13,2021-09-17,Canoas,3.024582
QAV,R$/litro,2021-09-20,2021-09-24,Manaus,3.008784
QAV,R$/litro,2021-09-20,2021-09-24,Itaqui,3.014774
QAV,R$/litro,2021-09-20,2021-09-24,Suape,3.003490
QAV,R$/litro,2021-09-20,2021-09-24,Aratu,3.016594
QAV,R$/litro,2021-09-20,2021-09-24,Santos,3.032708
QAV,R$/litro,2021-09-20,2021-09-24,Paranagua,3.020040
QAV,R$/litro,2021-09-20,2021-09-24,Tramandai,3.037836
QAV,R$/litro,2021-09-20,2021-09-24,Guamaré,3.162176
QAV,R$/litro,2021-09-20,2021-09-24,Duque de Caxias,3.217990
QAV,R$/litro,2021-09-20,2021-09-24,Betim,3.239324
QAV,R$/litro,2021-09-20,2021-09-24,Cubatão,3.068084
QAV,R$/litro,2021-09-20,2021-09-24,Mauá,3.085920
QAV,R$/litro,2021-09-20,2021-09-24,Paulínia,3.129548
QAV,R$/litro,2021-09-20,2021-09-24,São José dos Campos,3.115590
QAV,R$/litro,2021-09-20,2021-09-24,Araucária,3.081180
QAV,R$/litro,2021-09-20,2021-09-24,Canoas,3.098760
QAV,R$/litro,2021-09-27,2021-10-01,Manaus,3.218892
QAV,R$/litro,2021-09-27,2021-10-01,Itaqui,3.232856
QAV,R$/litro,2021-09-27,2021-10-01,Suape,3.218316
QAV,R$/litro,2021-09-27,2021-10-01,Aratu,3.234894
QAV,R$/litro,2021-09-27,2021-10-01,Santos,3.255226
QAV,R$/litro,2021-09-27,2021-10-01,Paranagua,3.243268
QAV,R$/litro,2021-09-27,2021-10-01,Tramandai,3.260576
QAV,R$/litro,2021-09-27,2021-10-01,Guamaré,3.380140
QAV,R$/litro,2021-09-27,2021-10-01,Duque de Caxias,3.444174
QAV,R$/litro,2021-09-27,2021-10-01,Betim,3.465932
QAV,R$/litro,2021-09-27,2021-10-01,Cubatão,3.291308
QAV,R$/litro,2021-09-27,2021-10-01,Mauá,3.309500
QAV,R$/litro,2021-09-27,2021-10-01,Paulínia,3.353986
QAV,R$/litro,2021-09-27,2021-10-01,São José dos Campos,3.339752
QAV,R$/litro,2021-09-27,2021-10-01,Araucária,3.305618
QAV,R$/litro,2021-09-27,2021-10-01,Canoas,3.322708
QAV,R$/litro,2021-10-04,2021-10-08,Manaus,3.428802
QAV,R$/litro,2021-10-04,2021-10-08,Itaqui,3.444022
QAV,R$/litro,2021-10-04,2021-10-08,Suape,3.428892
QAV,R$/litro,2021-10-04,2021-10-08,Aratu,3.446070
QAV,R$/litro,2021-10-04,2021-10-08,Santos,3.467130
QAV,R$/litro,2021-10-04,2021-10-08,Paranagua,3.455304
QAV,R$/litro,2021-10-04,2021-10-08,Tramandai,3.472414
QAV,R$/litro,2021-10-04,2021-10-08,Guamaré,3.592700
QAV,R$/litro,2021-10-04,2021-10-08,Duque de Caxias,3.658388
QAV,R$/litro,2021-10-04,2021-10-08,Betim,3.680408
QAV,R$/litro,2021-10-04,2021-10-08,Cubatão,3.503650
QAV,R$/litro,2021-10-04,2021-10-08,Mauá,3.522058
QAV,R$/litro,2021-10-04,2021-10-08,Paulínia,3.567098
QAV,R$/litro,2021-10-04,2021-10-08,São José dos Campos,3.552684
QAV,R$/litro,2021-10-04,2021-10-08,Araucária,3.518412
QAV,R$/litro,2021-10-04,2021-10-08,Canoas,3.535302
QAV,R$/litro,2021-10-11,2021-10-15,Manaus,3.543926
QAV,R$/litro,2021-10-11,2021-10-15,Itaqui,3.556974
QAV,R$/litro,2021-10-11,2021-10-15,Suape,3.542654
QAV,R$/litro,2021-10-11,2021-10-15,Aratu,3.558940
QAV,R$/litro,2021-10-11,2021-10-15,Santos,3.578910
QAV,R$/litro,2021-10-11,2021-10-15,Paranagua,3.566910
QAV,R$/litro,2021-10-11,2021-10-15,Tramandai,3.584020
QAV,R$/litro,2021-10-11,2021-10-15,Guamaré,3.707248
QAV,R$/litro,2021-10-11,2021-10-15,Duque de Caxias,3.771092
QAV,R$/litro,2021-10-11,2021-10-15,Betim,3.793218
QAV,R$/litro,2021-10-11,2021-10-15,Cubatão,3.615606
QAV,R$/litro,2021-10-11,2021-10-15,Mauá,3.634108
QAV,R$/litro,2021-10-11,2021-10-15,Paulínia,3.679360
QAV,R$/litro,2021-10-11,2021-10-15,São José dos Campos,3.664878
QAV,R$/litro,2021-10-11,2021-10-15,Araucária,3.630326
QAV,R$/litro,2021-10-11,2021-10-15,Canoas,3.647214
QAV,R$/litro,2021-10-18,2021-10-22,Manaus,3.648544
QAV,R$/litro,2021-10-18,2021-10-22,Itaqui,3.662318
QAV,R$/litro,2021-10-18,2021-10-22,Suape,3.647558
QAV,R$/litro,2021-10-18,2021-10-22,Aratu,3.664360
QAV,R$/litro,2021-10-18,2021-10-22,Santos,3.684966
QAV,R$/litro,2021-10-18,2021-10-22,Paranagua,3.673058
QAV,R$/litro,2021-10-18,2021-10-22,Tramandai,3.690284
QAV,R$/litro,2021-10-18,2021-10-22,Guamaré,3.814820
QAV,R$/litro,2021-10-18,2021-10-22,Duque de Caxias,3.880262
QAV,R$/litro,2021-10-18,2021-10-22,Betim,3.902748
QAV,R$/litro,2021-10-18,2021-10-22,Cubatão,3.722256
QAV,R$/litro,2021-10-18,2021-10-22,Mauá,3.741054
QAV,R$/litro,2021-10-18,2021-10-22,Paulínia,3.787042
QAV,R$/litro,2021-10-18,2021-10-22,São José dos Campos,3.772328
QAV,R$/litro,2021-10-18,2021-10-22,Araucária,3.737502
QAV,R$/litro,2021-10-18,2021-10-22,Canoas,3.754502
QAV,R$/litro,2021-10-25,2021-10-29,Manaus,3.634610
QAV,R$/litro,2021-10-25,2021-10-29,Itaqui,3.657570
QAV,R$/litro,2021-10-25,2021-10-29,Suape,3.639294
QAV,R$/litro,2021-10-25,2021-10-29,Aratu,3.659802
QAV,R$/litro,2021-10-25,2021-10-29,Santos,3.684896
QAV,R$/litro,2021-10-25,2021-10-29,Paranagua,3.673758
QAV,R$/litro,2021-10-25,2021-10-29,Tramandai,3.690266
QAV,R$/litro,2021-10-25,2021-10-29,Guamaré,3.806166
QAV,R$/litro,2021-10-25,2021-10-29,Duque de Caxias,3.879736
QAV,R$/litro,2021-10-25,2021-10-29,Betim,3.902168
QAV,R$/litro,2021-10-25,2021-10-29,Cubatão,3.722104
QAV,R$/litro,2021-10-25,2021-10-29,Mauá,3.740858
QAV,R$/litro,2021-10-25,2021-10-29,Paulínia,3.786734
QAV,R$/litro,2021-10-25,2021-10-29,São José dos Campos,3.772052
QAV,R$/litro,2021-10-25,2021-10-29,Araucária,3.738054
QAV,R$/litro,2021-10-25,2021-10-29,Canoas,3.754332
QAV,R$/litro,2021-11-01,2021-11-05,Manaus,3.628540
QAV,R$/litro,2021-11-01,2021-11-05,Itaqui,3.663186
QAV,R$/litro,2021-11-01,2021-11-05,Suape,3.640316
QAV,R$/litro,2021-11-01,2021-11-05,Aratu,3.665782
QAV,R$/litro,2021-11-01,2021-11-05,Santos,3.696914
QAV,R$/litro,2021-11-01,2021-11-05,Paranagua,3.686768
QAV,R$/litro,2021-11-01,2021-11-05,Tramandai,3.702832
QAV,R$/litro,2021-11-01,2021-11-05,Guamaré,3.808146
QAV,R$/litro,2021-11-01,2021-11-05,Duque de Caxias,3.892878
QAV,R$/litro,2021-11-01,2021-11-05,Betim,3.915436
QAV,R$/litro,2021-11-01,2021-11-05,Cubatão,3.734334
QAV,R$/litro,2021-11-01,2021-11-05,Mauá,3.753196
QAV,R$/litro,2021-11-01,2021-11-05,Paulínia,3.799340
QAV,R$/litro,2021-11-01,2021-11-05,São José dos Campos,3.784572
QAV,R$/litro,2021-11-01,2021-11-05,Araucária,3.751432
QAV,R$/litro,2021-11-01,2021-11-05,Canoas,3.767268
QAV,R$/litro,2021-11-08,2021-11-12,Manaus,3.531866
QAV,R$/litro,2021-11-08,2021-11-12,Itaqui,3.566794
QAV,R$/litro,2021-11-08,2021-11-12,Suape,3.544056
QAV,R$/litro,2021-11-08,2021-11-12,Aratu,3.569334
QAV,R$/litro,2021-11-08,2021-11-12,Santos,3.600230
QAV,R$/litro,2021-11-08,2021-11-12,Paranagua,3.590062
QAV,R$/litro,2021-11-08,2021-11-12,Tramandai,3.605962
QAV,R$/litro,2021-11-08,2021-11-12,Guamaré,3.707700
QAV,R$/litro,2021-11-08,2021-11-12,Duque de Caxias,3.791300
QAV,R$/litro,2021-11-08,2021-11-12,Betim,3.813298
QAV,R$/litro,2021-11-08,2021-11-12,Cubatão,3.636716
QAV,R$/litro,2021-11-08,2021-11-12,Mauá,3.655108
QAV,R$/litro,2021-11-08,2021-11-12,Paulínia,3.700098
QAV,R$/litro,2021-11-08,2021-11-12,São José dos Campos,3.685702
QAV,R$/litro,2021-11-08,2021-11-12,Araucária,3.653112
QAV,R$/litro,2021-11-08,2021-11-12,Canoas,3.668792
QAV,R$/litro,2021-11-15,2021-11-19,Manaus,3.452106
QAV,R$/litro,2021-11-15,2021-11-19,Itaqui,3.481076
QAV,R$/litro,2021-11-15,2021-11-19,Suape,3.460562
QAV,R$/litro,2021-11-15,2021-11-19,Aratu,3.483442
QAV,R$/litro,2021-11-15,2021-11-19,Santos,3.511422
QAV,R$/litro,2021-11-15,2021-11-19,Paranagua,3.500770
QAV,R$/litro,2021-11-15,2021-11-19,Tramandai,3.516902
QAV,R$/litro,2021-11-15,2021-11-19,Guamaré,3.625822
QAV,R$/litro,2021-11-15,2021-11-19,Duque de Caxias,3.704380
QAV,R$/litro,2021-11-15,2021-11-19,Betim,3.726594
QAV,R$/litro,2021-11-15,2021-11-19,Cubatão,3.548266
QAV,R$/litro,2021-11-15,2021-11-19,Mauá,3.566842
QAV,R$/litro,2021-11-15,2021-11-19,Paulínia,3.612274
QAV,R$/litro,2021-11-15,2021-11-19,São José dos Campos,3.597736
QAV,R$/litro,2021-11-15,2021-11-19,Araucária,3.564444
QAV,R$/litro,2021-11-15,2021-11-19,Canoas,3.580352
QAV,R$/litro,2021-11-22,2021-11-24,Manaus,3.428417
QAV,R$/litro,2021-11-22,2021-11-24,Itaqui,3.452003
QAV,R$/litro,2021-11-22,2021-11-24,Suape,3.433463
QAV,R$/litro,2021-11-22,2021-11-24,Aratu,3.454233
QAV,R$/litro,2021-11-22,2021-11-24,Santos,3.479657
QAV,R$/litro,2021-11-22,2021-11-24,Paranagua,3.468580
QAV,R$/litro,2021-11-22,2021-11-24,Tramandai,3.484990
QAV,R$/litro,2021-11-22,2021-11-24,Guamaré,3.600763
QAV,R$/litro,2021-11-22,2021-11-24,Duque de Caxias,3.674997
QAV,R$/litro,2021-11-22,2021-11-24,Betim,3.697487
QAV,R$/litro,2021-11-22,2021-11-24,Cubatão,3.516957
QAV,R$/litro,2021-11-22,2021-11-24,Mauá,3.535757
QAV,R$/litro,2021-11-22,2021-11-24,Paulínia,3.581753
QAV,R$/litro,2021-11-22,2021-11-24,São José dos Campos,3.567040
QAV,R$/litro,2021-11-22,2021-11-24,Araucária,3.533037
QAV,R$/litro,2021-11-22,2021-11-24,Canoas,3.549223
QAV,R$/litro,2021-11-29,2021-12-03,Manaus,3.172706
QAV,R$/litro,2021-11-29,2021-12-03,Itaqui,3.194778
QAV,R$/litro,2021-11-29,2021-12-03,Suape,3.176730
QAV,R$/litro,2021-11-29,2021-12-03,Aratu,3.197008
QAV,R$/litro,2021-11-29,2021-12-03,Santos,3.221832
QAV,R$/litro,2021-11-29,2021-12-03,Paranagua,3.210644
QAV,R$/litro,2021-11-29,2021-12-03,Tramandai,3.227258
QAV,R$/litro,2021-11-29,2021-12-03,Guamaré,3.345582
QAV,R$/litro,2021-11-29,2021-12-03,Duque de Caxias,3.418984
QAV,R$/litro,2021-11-29,2021-12-03,Betim,3.441682
QAV,R$/litro,2021-11-29,2021-12-03,Cubatão,3.259478
QAV,R$/litro,2021-11-29,2021-12-03,Mauá,3.278456
QAV,R$/litro,2021-11-29,2021-12-03,Paulínia,3.324878
QAV,R$/litro,2021-11-29,2021-12-03,São José dos Campos,3.310024
QAV,R$/litro,2021-11-29,2021-12-03,Araucária,3.275696
QAV,R$/litro,2021-11-29,2021-12-03,Canoas,3.292084
QAV,R$/litro,2021-12-06,2021-12-10,Manaus,3.286590
QAV,R$/litro,2021-12-06,2021-12-10,Itaqui,3.319032
QAV,R$/litro,2021-12-06,2021-12-10,Suape,3.297050
QAV,R$/litro,2021-12-06,2021-12-10,Aratu,3.321504
QAV,R$/litro,2021-12-06,2021-12-10,Santos,3.351400
QAV,R$/litro,2021-12-06,2021-12-10,Paranagua,3.341068
QAV,R$/litro,2021-12-06,2021-12-10,Tramandai,3.357006
QAV,R$/litro,2021-12-06,2021-12-10,Guamaré,3.464620
QAV,R$/litro,2021-12-06,2021-12-10,Duque de Caxias,3.547056
QAV,R$/litro,2021-12-06,2021-12-10,Betim,3.569582
QAV,R$/litro,2021-12-06,2021-12-10,Cubatão,3.388762
QAV,R$/litro,2021-12-06,2021-12-10,Mauá,3.407594
QAV,R$/litro,2021-12-06,2021-12-10,Paulínia,3.453668
QAV,R$/litro,2021-12-06,2021-12-10,São José dos Campos,3.438924
QAV,R$/litro,2021-12-06,2021-12-10,Araucária,3.405632
QAV,R$/litro,2021-12-06,2021-12-10,Canoas,3.421338
QAV,R$/litro,2021-12-13,2021-12-17,Manaus,3.388942
QAV,R$/litro,2021-12-13,2021-12-17,Itaqui,3.426526
QAV,R$/litro,2021-12-13,2021-12-17,Suape,3.402410
QAV,R$/litro,2021-12-13,2021-12-17,Aratu,3.429166
QAV,R$/litro,2021-12-13,2021-12-17,Santos,3.461858
QAV,R$/litro,2021-12-13,2021-12-17,Paranagua,3.451990
QAV,R$/litro,2021-12-13,2021-12-17,Tramandai,3.467710
QAV,R$/litro,2021-12-13,2021-12-17,Guamaré,3.572440
QAV,R$/litro,2021-12-13,2021-12-17,Duque de Caxias,3.660390
QAV,R$/litro,2021-12-13,2021-12-17,Betim,3.683244
QAV,R$/litro,2021-12-13,2021-12-17,Cubatão,3.499770
QAV,R$/litro,2021-12-13,2021-12-17,Mauá,3.518878
QAV,R$/litro,2021-12-13,2021-12-17,Paulínia,3.565624
QAV,R$/litro,2021-12-13,2021-12-17,São José dos Campos,3.550666
QAV,R$/litro,2021-12-13,2021-12-17,Araucária,3.517500
QAV,R$/litro,2021-12-13,2021-12-17,Canoas,3.532992
QAV,R$/litro,2021-12-20,2021-12-23,Manaus,3.374468
QAV,R$/litro,2021-12-20,2021-12-23,Itaqui,3.407073
QAV,R$/litro,2021-12-20,2021-12-23,Suape,3.384903
QAV,R$/litro,2021-12-20,2021-12-23,Aratu,3.409468
QAV,R$/litro,2021-12-20,2021-12-23,Santos,3.439485
QAV,R$/litro,2021-12-20,2021-12-23,Paranagua,3.429200
QAV,R$/litro,2021-12-20,2021-12-23,Tramandai,3.444730
QAV,R$/litro,2021-12-20,2021-12-23,Guamaré,3.555313
QAV,R$/litro,2021-12-20,2021-12-23,Duque de Caxias,3.638453
QAV,R$/litro,2021-12-20,2021-12-23,Betim,3.661365
QAV,R$/litro,2021-12-20,2021-12-23,Cubatão,3.477475
QAV,R$/litro,2021-12-20,2021-12-23,Mauá,3.496628
QAV,R$/litro,2021-12-20,2021-12-23,Paulínia,3.543478
QAV,R$/litro,2021-12-20,2021-12-23,São José dos Campos,3.528488
QAV,R$/litro,2021-12-20,2021-12-23,Araucária,3.494863
QAV,R$/litro,2021-12-20,2021-12-23,Canoas,3.510155
QAV,R$/litro,2021-12-27,2021-12-30,Manaus,3.492045
QAV,R$/litro,2021-12-27,2021-12-30,Itaqui,3.522438
QAV,R$/litro,2021-12-27,2021-12-30,Suape,3.501223
QAV,R$/litro,2021-12-27,2021-12-30,Aratu,3.524790
QAV,R$/litro,2021-12-27,2021-12-30,Santos,3.553585
QAV,R$/litro,2021-12-27,2021-12-30,Paranagua,3.543095
QAV,R$/litro,2021-12-27,2021-12-30,Tramandai,3.558858
QAV,R$/litro,2021-12-27,2021-12-30,Guamaré,3.669625
QAV,R$/litro,2021-12-27,2021-12-30,Duque de Caxias,3.750218
QAV,R$/litro,2021-12-27,2021-12-30,Betim,3.772853
QAV,R$/litro,2021-12-27,2021-12-30,Cubatão,3.591133
QAV,R$/litro,2021-12-27,2021-12-30,Mauá,3.610060
QAV,R$/litro,2021-12-27,2021-12-30,Paulínia,3.656360
QAV,R$/litro,2021-12-27,2021-12-30,São José dos Campos,3.641545
QAV,R$/litro,2021-12-27,2021-12-30,Araucária,3.607980
QAV,R$/litro,2021-12-27,2021-12-30,Canoas,3.623510
QAV,R$/litro,2022-01-03,2022-01-07,Manaus,3.612588
QAV,R$/litro,2022-01-03,2022-01-07,Itaqui,3.638368
QAV,R$/litro,2022-01-03,2022-01-07,Suape,3.619082
QAV,R$/litro,2022-01-03,2022-01-07,Aratu,3.640656
QAV,R$/litro,2022-01-03,2022-01-07,Santos,3.667666
QAV,R$/litro,2022-01-03,2022-01-07,Paranagua,3.656488
QAV,R$/litro,2022-01-03,2022-01-07,Tramandai,3.673382
QAV,R$/litro,2022-01-03,2022-01-07,Guamaré,3.788574
QAV,R$/litro,2022-01-03,2022-01-07,Duque de Caxias,3.865566
QAV,R$/litro,2022-01-03,2022-01-07,Betim,3.888350
QAV,R$/litro,2022-01-03,2022-01-07,Cubatão,3.705454
QAV,R$/litro,2022-01-03,2022-01-07,Mauá,3.724502
QAV,R$/litro,2022-01-03,2022-01-07,Paulínia,3.771104
QAV,R$/litro,2022-01-03,2022-01-07,São José dos Campos,3.756192
QAV,R$/litro,2022-01-03,2022-01-07,Araucária,3.721792
QAV,R$/litro,2022-01-03,2022-01-07,Canoas,3.738456
QAV,R$/litro,2022-01-10,2022-01-14,Manaus,3.760604
QAV,R$/litro,2022-01-10,2022-01-14,Itaqui,3.787450
QAV,R$/litro,2022-01-10,2022-01-14,Suape,3.767948
QAV,R$/litro,2022-01-10,2022-01-14,Aratu,3.789696
QAV,R$/litro,2022-01-10,2022-01-14,Santos,3.816912
QAV,R$/litro,2022-01-10,2022-01-14,Paranagua,3.805784
QAV,R$/litro,2022-01-10,2022-01-14,Tramandai,3.822414
QAV,R$/litro,2022-01-10,2022-01-14,Guamaré,3.934242
QAV,R$/litro,2022-01-10,2022-01-14,Duque de Caxias,4.011082
QAV,R$/litro,2022-01-10,2022-01-14,Betim,4.033434
QAV,R$/litro,2022-01-10,2022-01-14,Cubatão,3.853992
QAV,R$/litro,2022-01-10,2022-01-14,Mauá,3.872678
QAV,R$/litro,2022-01-10,2022-01-14,Paulínia,3.918400
QAV,R$/litro,2022-01-10,2022-01-14,São José dos Campos,3.903772
QAV,R$/litro,2022-01-10,2022-01-14,Araucária,3.869860
QAV,R$/litro,2022-01-10,2022-01-14,Canoas,3.886256
QAV,R$/litro,2022-01-17,2022-01-21,Manaus,3.855830
QAV,R$/litro,2022-01-17,2022-01-21,Itaqui,3.879938
QAV,R$/litro,2022-01-17,2022-01-21,Suape,3.861633
QAV,R$/litro,2022-01-17,2022-01-21,Aratu,3.882095
QAV,R$/litro,2022-01-17,2022-01-21,Santos,3.907710
QAV,R$/litro,2022-01-17,2022-01-21,Paranagua,3.896340
QAV,R$/litro,2022-01-17,2022-01-21,Tramandai,3.913073
QAV,R$/litro,2022-01-17,2022-01-21,Guamaré,4.025170
QAV,R$/litro,2022-01-17,2022-01-21,Duque de Caxias,4.098660
QAV,R$/litro,2022-01-17,2022-01-21,Betim,4.120645
QAV,R$/litro,2022-01-17,2022-01-21,Cubatão,3.944170
QAV,R$/litro,2022-01-17,2022-01-21,Mauá,3.962553
QAV,R$/litro,2022-01-17,2022-01-21,Paulínia,4.007513
QAV,R$/litro,2022-01-17,2022-01-21,São José dos Campos,3.993128
QAV,R$/litro,2022-01-17,2022-01-21,Araucária,3.959350
QAV,R$/litro,2022-01-17,2022-01-21,Canoas,3.975863
QAV,R$/litro,2022-01-24,2022-01-28,Manaus,3.788360
QAV,R$/litro,2022-01-24,2022-01-28,Itaqui,3.809648
QAV,R$/litro,2022-01-24,2022-01-28,Suape,3.792486
QAV,R$/litro,2022-01-24,2022-01-28,Aratu,3.811716
QAV,R$/litro,2022-01-24,2022-01-28,Santos,3.835788
QAV,R$/litro,2022-01-24,2022-01-28,Paranagua,3.824188
QAV,R$/litro,2022-01-24,2022-01-28,Tramandai,3.841002
QAV,R$/litro,2022-01-24,2022-01-28,Guamaré,3.954856
QAV,R$/litro,2022-01-24,2022-01-28,Duque de Caxias,4.025372
QAV,R$/litro,2022-01-24,2022-01-28,Betim,4.047198
QAV,R$/litro,2022-01-24,2022-01-28,Cubatão,3.871988
QAV,R$/litro,2022-01-24,2022-01-28,Mauá,3.890238
QAV,R$/litro,2022-01-24,2022-01-28,Paulínia,3.934880
QAV,R$/litro,2022-01-24,2022-01-28,São José dos Campos,3.920594
QAV,R$/litro,2022-01-24,2022-01-28,Araucária,3.886746
QAV,R$/litro,2022-01-24,2022-01-28,Canoas,3.903334
QAV,R$/litro,2022-01-31,2022-02-04,Manaus,3.849050
QAV,R$/litro,2022-01-31,2022-02-04,Itaqui,3.870120
QAV,R$/litro,2022-01-31,2022-02-04,Suape,3.853258
QAV,R$/litro,2022-01-31,2022-02-04,Aratu,3.872194
QAV,R$/litro,2022-01-31,2022-02-04,Santos,3.895906
QAV,R$/litro,2022-01-31,2022-02-04,Paranagua,3.884242
QAV,R$/litro,2022-01-31,2022-02-04,Tramandai,3.901188
QAV,R$/litro,2022-01-31,2022-02-04,Guamaré,4.011512
QAV,R$/litro,2022-01-31,2022-02-04,Duque de Caxias,4.080682
QAV,R$/litro,2022-01-31,2022-02-04,Betim,4.101954
QAV,R$/litro,2022-01-31,2022-02-04,Cubatão,3.931188
QAV,R$/litro,2022-01-31,2022-02-04,Mauá,3.948974
QAV,R$/litro,2022-01-31,2022-02-04,Paulínia,3.992484
QAV,R$/litro,2022-01-31,2022-02-04,São José dos Campos,3.978562
QAV,R$/litro,2022-01-31,2022-02-04,Araucária,3.945216
QAV,R$/litro,2022-01-31,2022-02-04,Canoas,3.961946
QAV,R$/litro,2022-02-07,2022-02-11,Manaus,3.972484
QAV,R$/litro,2022-02-07,2022-02-11,Itaqui,3.998910
QAV,R$/litro,2022-02-07,2022-02-11,Suape,3.980114
QAV,R$/litro,2022-02-07,2022-02-11,Aratu,4.001036
QAV,R$/litro,2022-02-07,2022-02-11,Santos,4.027212
